,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus
50033492,15.0,12.0,2015-04-16,2017-03-09,2016-08-09,11249,BROOKLYN,American,96 BERRY ST,7,1,4,14.0,8.0,6,2.3333333333333335,1.3333333333333333,212,693,0
50033493,2.0,1.0,2015-04-20,2016-04-13,2015-04-20,10461,BRONX,Tex-Mex,3038 BUHRE AVE,2,1,1,1.0,0.0,1,1.0,0.0,359,359,0
50033494,9.0,5.0,2015-07-23,2016-08-04,2016-02-03,11215,BROOKLYN,American,259 5TH AVE,5,1,1,8.0,4.0,4,2.0,1.0,183,378,0
50033497,20.0,10.0,2015-04-09,2016-12-12,2016-11-04,10016,MANHATTAN,American,270 MADISON AVE,8,1,2,19.0,8.0,7,2.7142857142857144,1.1428571428571428,38,613,0
50033498,8.0,4.0,2015-04-06,2016-10-24,2016-09-27,11421,QUEENS,Pizza/Italian,9215 JAMAICA AVE,5,1,1,7.0,3.0,4,1.75,0.75,27,567,0
50033506,8.0,5.0,2015-06-25,2016-11-18,2016-06-16,11215,BROOKLYN,Asian,383 5TH AVE,4,1,2,7.0,3.0,3,2.3333333333333335,1.0,155,512,0
50033511,15.0,12.0,2015-03-16,2016-11-17,2016-10-11,10463,BRONX,American,189 W 231ST ST,8,1,3,14.0,9.0,7,2.0,1.2857142857142858,37,612,0
50033515,18.0,14.0,2015-04-06,2016-11-16,2016-06-30,10455,BRONX,Mexican,835 E 152ND ST,9,2,2,16.0,12.0,8,2.0,1.5,139,590,1
50033517,11.0,12.0,2015-04-06,2016-10-05,2016-02-19,10457,BRONX,Fruits/Vegetables,1820 GRAND CONCOURSE,7,2,1,9.0,11.0,6,1.5,1.8333333333333333,229,548,1
50033519,7.0,6.0,2015-06-30,2016-07-12,2015-11-16,11214,BROOKLYN,Chinese,2122 86TH ST,5,1,2,6.0,4.0,4,1.5,1.0,239,378,0
50033520,5.0,6.0,2015-04-07,2017-03-09,2016-01-11,11203,BROOKLYN,Hamburgers,1349 UTICA AVE,4,1,1,4.0,5.0,3,1.3333333333333333,1.6666666666666667,423,702,0
50033521,4.0,8.0,2015-04-10,2016-11-09,2016-06-02,11216,BROOKLYN,Hamburgers,491 NOSTRAND AVE,5,1,2,3.0,6.0,4,0.75,1.5,160,579,0
50033523,8.0,5.0,2015-04-01,2016-06-06,2015-11-30,11434,QUEENS,Chinese,14209 FARMERS BLVD,5,1,1,7.0,4.0,4,1.75,1.0,189,432,0
50033540,5.0,5.0,2015-08-18,2016-07-20,2015-09-22,10314,STATEN ISLAND,Asian,1445 RICHMOND AVE,3,1,2,4.0,3.0,2,2.0,1.5,302,337,0
50033542,6.0,2.0,2015-07-22,2016-05-24,2015-08-05,11217,BROOKLYN,American,172 5TH AVE,3,1,1,5.0,1.0,2,2.5,0.5,293,307,0
50033545,3.0,2.0,2015-05-07,2016-06-04,2015-05-07,11223,BROOKLYN,Eastern European,712 AVENUE U,2,2,1,1.0,1.0,1,1.0,1.0,394,394,1
50033547,5.0,4.0,2015-06-25,2016-05-05,2015-07-23,10016,MANHATTAN,Japanese,547 2ND AVE,3,1,2,4.0,2.0,2,2.0,1.0,287,315,0
50033552,6.0,1.0,2015-05-21,2016-12-07,2016-06-28,10027,MANHATTAN,Japanese,350 LENOX AVE,4,2,1,4.0,0.0,3,1.3333333333333333,0.0,162,566,1
50033559,12.0,11.0,2015-04-07,2016-11-30,2016-08-09,10003,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",214 E 9TH ST,7,4,3,8.0,8.0,6,1.3333333333333333,1.3333333333333333,113,603,1
50033568,9.0,6.0,2015-03-25,2017-02-10,2017-01-19,11215,BROOKLYN,American,279 FIFTH AVENUE,5,1,3,8.0,3.0,4,2.0,0.75,22,688,0
50033574,23.0,13.0,2015-05-28,2017-04-05,2016-09-28,10027,MANHATTAN,African,2046 7TH AVE,7,5,2,18.0,11.0,6,3.0,1.8333333333333333,189,678,1
50033575,2.0,2.0,2015-05-29,2016-04-29,2015-05-29,10017,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",89 E 42 ST,2,2,1,0.0,1.0,1,0.0,1.0,336,336,1
50033580,6.0,4.0,2015-05-04,2016-09-29,2016-05-05,11412,QUEENS,Caribbean,19818 LINDEN BLVD,4,2,1,4.0,3.0,3,1.3333333333333333,1.0,147,514,1
50033595,11.0,8.0,2015-04-08,2016-08-17,2016-02-10,10013,MANHATTAN,American,529 BROOME ST,5,2,3,9.0,5.0,4,2.25,1.25,189,497,1
50033605,8.0,8.0,2015-05-07,2016-12-15,2016-11-02,11238,BROOKLYN,American,794 WASHINGTON AVE,6,1,1,7.0,7.0,5,1.4,1.4,43,588,0
50033612,2.0,3.0,2015-05-11,2016-03-18,2015-06-11,10018,MANHATTAN,Italian,1065 AVE OF THE AMERICAS,3,1,1,1.0,2.0,2,0.5,1.0,281,312,0
50033628,9.0,5.0,2015-05-26,2016-10-26,2016-09-14,11432,QUEENS,Middle Eastern,16304 HILLSIDE AVE,6,1,1,8.0,4.0,5,1.6,0.8,42,519,0
50033630,2.0,3.0,2015-04-08,2016-05-12,2015-04-08,11691,QUEENS,American,2202 MOTT AVE,2,1,2,1.0,1.0,1,1.0,1.0,400,400,0
50033632,9.0,11.0,2015-06-11,2017-03-27,2016-08-23,11236,BROOKLYN,Chicken,10309 GLENWOOD RD,7,1,3,8.0,8.0,6,1.3333333333333333,1.3333333333333333,216,655,0
50033658,6.0,4.0,2015-03-12,2016-07-05,2015-12-23,11428,QUEENS,Chinese,9111 SPRINGFIELD BLVD,5,1,1,5.0,3.0,4,1.25,0.75,195,481,0
50033659,4.0,5.0,2015-04-16,2016-11-07,2016-06-14,11415,QUEENS,Chinese,8118 LEFFERTS BLVD,4,1,1,3.0,4.0,3,1.0,1.3333333333333333,146,571,0
50033660,5.0,5.0,2015-04-27,2016-09-21,2016-05-19,10030,MANHATTAN,Caribbean,2261 ADAM CLAYTON POWELL JR BLVD,4,1,1,4.0,4.0,3,1.3333333333333333,1.3333333333333333,125,513,0
50033662,1.0,3.0,2015-04-28,2016-04-11,2015-04-28,11217,BROOKLYN,Mexican,216 FLATBUSH AVE,2,1,2,0.0,1.0,1,0.0,1.0,349,349,0
50033665,5.0,3.0,2015-08-19,2016-10-02,2016-08-18,11211,BROOKLYN,Tapas,492 GRAND ST,4,1,1,4.0,2.0,3,1.3333333333333333,0.6666666666666666,45,410,0
50033667,4.0,6.0,2015-06-24,2016-05-28,2015-07-08,11224,BROOKLYN,Spanish,1221 BOWERY ST,3,1,2,3.0,4.0,2,1.5,2.0,325,339,0
50033668,2.0,1.0,2015-05-12,2016-04-22,2015-05-12,10010,MANHATTAN,Café/Coffee/Tea,50 W. 23rd Street,2,2,1,0.0,0.0,1,0.0,0.0,346,346,1
50033676,17.0,6.0,2015-05-29,2017-02-24,2017-01-27,10005,MANHATTAN,American,20 PINE ST,8,1,1,16.0,5.0,7,2.2857142857142856,0.7142857142857143,28,637,0
50033680,16.0,8.0,2015-05-21,2017-01-10,2016-12-13,11237,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",132 WYCKOFF AVE,9,1,1,15.0,7.0,8,1.875,0.875,28,600,0
50033683,6.0,5.0,2015-06-04,2017-03-24,2016-06-22,10036,MANHATTAN,Mexican,693 9TH AVE,4,2,2,4.0,3.0,3,1.3333333333333333,1.0,275,659,1
50033684,2.0,3.0,2015-04-30,2016-04-11,2015-04-30,11205,BROOKLYN,Café/Coffee/Tea,334 MYRTLE AVE,2,1,1,1.0,2.0,1,1.0,2.0,347,347,0
50033690,11.0,10.0,2015-04-29,2016-09-28,2016-09-01,11355,QUEENS,Chinese,13631 41ST AVE,6,2,3,9.0,7.0,5,1.8,1.4,27,518,1
50033694,6.0,6.0,2015-05-08,2017-03-07,2016-07-01,10009,MANHATTAN,American,647 E 11TH ST,4,2,1,4.0,5.0,3,1.3333333333333333,1.6666666666666667,249,669,1
50033695,5.0,2.0,2015-04-28,2016-03-16,2015-05-14,11354,QUEENS,Korean,15129 34TH AVE,3,2,1,3.0,1.0,2,1.5,0.5,307,323,1
50033699,5.0,2.0,2015-10-06,2016-11-02,2016-01-29,10027,MANHATTAN,Caribbean,2272 FREDERICK DOUGLASS BLVD,3,1,2,4.0,0.0,2,2.0,0.0,278,393,0
50033707,3.0,1.0,2015-08-13,2016-09-20,2015-08-13,10018,MANHATTAN,Irish,228 W 39TH ST,2,2,1,1.0,0.0,1,1.0,0.0,404,404,1
50033708,4.0,6.0,2015-03-25,2016-11-15,2016-10-04,11211,BROOKLYN,Japanese,205 GRAND ST,6,1,1,3.0,5.0,5,0.6,1.0,42,601,0
50033715,1.0,2.0,2015-05-15,2016-04-25,2015-05-15,10014,MANHATTAN,Bakery,137 7TH AVE S,2,1,1,0.0,1.0,1,0.0,1.0,346,346,0
50033724,1.0,3.0,2015-06-05,2016-05-09,2015-06-05,10457,BRONX,American,711 E TREMONT AVE,2,1,1,0.0,2.0,1,0.0,2.0,339,339,0
50033725,2.0,3.0,2015-04-28,2016-04-07,2015-04-28,11215,BROOKLYN,American,486 5TH AVE,2,1,2,1.0,1.0,1,1.0,1.0,345,345,0
50033727,12.0,7.0,2015-04-20,2016-11-10,2016-08-25,11221,BROOKLYN,Pizza,1009 BROADWAY,10,1,1,11.0,6.0,9,1.2222222222222223,0.6666666666666666,77,570,0
50033733,5.0,6.0,2015-05-12,2016-11-16,2016-04-28,10009,MANHATTAN,Japanese,401 E 13TH ST,4,2,1,3.0,5.0,3,1.0,1.6666666666666667,202,554,1
50033734,17.0,11.0,2015-04-15,2016-09-14,2016-07-25,10016,MANHATTAN,Chinese/Japanese,174 LEXINGTON AVE,7,2,2,15.0,9.0,6,2.5,1.5,51,518,1
50033742,28.0,10.0,2015-04-27,2017-04-10,2017-03-03,10031,MANHATTAN,Pizza,3529 BROADWAY,9,2,2,26.0,8.0,8,3.25,1.0,38,714,1
50033747,8.0,2.0,2015-06-04,2017-03-24,2016-02-04,10010,MANHATTAN,American,16 E 23RD ST,4,2,1,6.0,1.0,3,2.0,0.3333333333333333,414,659,1
50033748,1.0,1.0,2015-03-31,2016-05-03,2015-03-31,10013,MANHATTAN,"Juice, Smoothies, Fruit Salads",1 YORK ST,2,1,1,0.0,0.0,1,0.0,0.0,399,399,0
50033749,4.0,3.0,2015-04-15,2016-11-02,2016-05-04,10003,MANHATTAN,"Juice, Smoothies, Fruit Salads",419 LAFAYETTE ST,4,1,1,3.0,2.0,3,1.0,0.6666666666666666,182,567,0
50033755,1.0,3.0,2015-09-18,2016-10-27,2015-09-18,11420,QUEENS,American,11604 ROCKAWAY BLVD,2,1,1,0.0,2.0,1,0.0,2.0,405,405,0
50033757,3.0,5.0,2015-04-15,2017-03-13,2017-02-13,11223,BROOKLYN,Pizza,189 AVENUE U,5,1,2,2.0,3.0,4,0.5,0.75,28,698,0
50033766,13.0,8.0,2015-08-06,2016-10-07,2016-09-09,10035,MANHATTAN,Sandwiches,2180 3RD AVE,4,2,3,11.0,5.0,3,3.6666666666666665,1.6666666666666667,28,428,1
50033767,12.0,8.0,2015-04-14,2016-03-14,2015-10-01,10014,MANHATTAN,American,645 HUDSON ST,6,1,2,11.0,6.0,5,2.2,1.2,165,335,0
50033769,7.0,7.0,2015-06-08,2017-02-07,2017-01-14,11368,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3766 103RD ST,5,2,3,5.0,4.0,4,1.25,1.0,24,610,1
50033770,14.0,6.0,2015-03-20,2017-03-15,2016-09-21,11374,QUEENS,Chinese/Japanese,9419 63RD DR,7,1,1,13.0,5.0,6,2.1666666666666665,0.8333333333333334,175,726,0
50033773,4.0,4.0,2015-09-24,2017-02-22,2016-07-21,10128,MANHATTAN,Chinese,1834 2ND AVE,5,1,2,3.0,2.0,4,0.75,0.5,216,517,0
50033778,3.0,1.0,2015-07-16,2016-08-13,2015-07-16,11216,BROOKLYN,Indian,1176 BEDFORD AVE,2,2,1,1.0,0.0,1,1.0,0.0,394,394,1
50033781,3.0,2.0,2015-04-30,2016-04-13,2015-04-30,11231,BROOKLYN,Seafood,284 VAN BRUNT ST,2,2,1,1.0,1.0,1,1.0,1.0,349,349,1
50033786,8.0,8.0,2015-05-21,2017-01-18,2015-12-10,11220,BROOKLYN,Chinese,4503 8TH AVE,4,1,3,7.0,5.0,3,2.3333333333333335,1.6666666666666667,405,608,0
50033788,12.0,6.0,2015-05-06,2017-01-31,2016-12-08,10075,MANHATTAN,Asian,1467 YORK AVE,6,2,2,10.0,4.0,5,2.0,0.8,54,636,1
50033791,1.0,3.0,2015-06-25,2016-05-19,2015-06-25,10002,MANHATTAN,American,181 ESSEX ST,2,1,2,0.0,1.0,1,0.0,1.0,329,329,0
50033794,1.0,2.0,2015-04-20,2016-05-11,2015-04-20,11360,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",21267A 26TH AVE,2,1,1,0.0,1.0,1,0.0,1.0,387,387,0
50033797,6.0,1.0,2015-06-24,2016-07-14,2016-05-12,10003,MANHATTAN,Japanese,109 1ST AVE,3,2,1,4.0,0.0,2,2.0,0.0,63,386,1
50033800,5.0,5.0,2015-05-04,2016-12-02,2016-11-02,10007,MANHATTAN,Café/Coffee/Tea,180 GREENWICH ST,5,2,2,3.0,3.0,4,0.75,0.75,30,578,1
50033801,2.0,1.0,2015-07-10,2016-09-12,2015-07-10,10027,MANHATTAN,Italian,331 LENOX AVE,2,1,1,1.0,0.0,1,1.0,0.0,430,430,0
50033802,2.0,3.0,2015-07-10,2016-08-03,2015-07-10,10007,MANHATTAN,American,1 WORLD TRADE CTR,2,1,2,1.0,1.0,1,1.0,1.0,390,390,0
50033805,7.0,2.0,2015-06-25,2017-02-07,2015-12-24,10036,MANHATTAN,Mediterranean,500 W 42ND ST,4,1,2,6.0,0.0,3,2.0,0.0,411,593,0
50033808,3.0,3.0,2015-11-16,2016-10-27,2016-02-05,10003,MANHATTAN,Italian,204 E 13TH ST,3,1,1,2.0,2.0,2,1.0,1.0,265,346,0
50033817,9.0,7.0,2015-04-17,2017-01-25,2016-12-30,10038,MANHATTAN,Chinese,88 FULTON ST,6,1,2,8.0,5.0,5,1.6,1.0,26,649,0
50033833,10.0,2.0,2015-03-31,2016-10-28,2016-03-23,11205,BROOKLYN,Japanese,207 DEKALB AVE,5,1,1,9.0,1.0,4,2.25,0.25,219,577,0
50033839,2.0,2.0,2015-04-17,2016-03-29,2015-04-17,10003,MANHATTAN,Sandwiches,7 E 14TH ST,2,1,2,1.0,0.0,1,1.0,0.0,347,347,0
50033842,19.0,16.0,2015-03-23,2016-12-08,2016-10-12,11373,QUEENS,Chinese,8334 BROADWAY,9,1,2,18.0,14.0,8,2.25,1.75,57,626,0
50033844,2.0,3.0,2015-04-15,2016-04-15,2015-04-15,10003,MANHATTAN,Sandwiches/Salads/Mixed Buffet,127 4TH AVE,2,2,3,0.0,0.0,1,0.0,0.0,366,366,1
50033845,3.0,7.0,2015-07-01,2017-02-02,2016-01-05,10002,MANHATTAN,American,49 CANAL ST,4,1,1,2.0,6.0,3,0.6666666666666666,2.0,394,582,0
50033846,3.0,1.0,2015-08-21,2016-09-13,2015-08-21,11237,BROOKLYN,Bakery,1524 MYRTLE AVE,2,1,1,2.0,0.0,1,2.0,0.0,389,389,0
50033847,4.0,4.0,2015-05-29,2017-02-14,2016-08-16,11201,BROOKLYN,American,343 GOLD ST,4,1,3,3.0,1.0,3,1.0,0.3333333333333333,182,627,0
50033848,6.0,6.0,2015-05-07,2016-10-04,2016-05-13,10002,MANHATTAN,Pizza,101 LUDLOW ST,4,2,1,4.0,5.0,3,1.3333333333333333,1.6666666666666667,144,516,1
50033852,1.0,1.0,2015-04-17,2016-04-11,2015-04-17,10460,BRONX,Donuts,1779 SOUTHERN BLVD,2,1,1,0.0,0.0,1,0.0,0.0,360,360,0
50033872,21.0,17.0,2015-05-13,2016-12-29,2016-11-25,11377,QUEENS,Thai,5120 SKILLMAN AVE,8,1,2,20.0,15.0,7,2.857142857142857,2.142857142857143,34,596,0
50033876,7.0,4.0,2015-06-01,2017-03-30,2017-02-27,10468,BRONX,Spanish,2618 JEROME AVE,5,1,2,6.0,2.0,4,1.5,0.5,31,668,0
50033878,8.0,2.0,2015-05-01,2016-07-01,2016-01-20,10016,MANHATTAN,American,56 E 34TH ST,5,1,1,7.0,1.0,4,1.75,0.25,163,427,0
50033882,1.0,4.0,2015-06-19,2016-05-16,2015-06-19,10005,MANHATTAN,Armenian,140 BROADWAY,2,1,2,0.0,2.0,1,0.0,2.0,332,332,0
50033885,12.0,3.0,2015-05-13,2017-01-23,2017-01-06,10001,MANHATTAN,American,431 7TH AVE,5,1,1,11.0,2.0,4,2.75,0.5,17,621,0
50033900,4.0,5.0,2015-08-22,2016-06-09,2015-09-23,11220,BROOKLYN,Chinese,763 61ST ST,3,1,3,3.0,2.0,2,1.5,1.0,260,292,0
50033902,6.0,5.0,2015-10-27,2016-09-19,2015-11-04,10065,MANHATTAN,Greek,1229 1ST AVE,3,2,2,4.0,3.0,2,2.0,1.5,320,328,1
50033910,2.0,5.0,2015-08-05,2016-08-16,2015-08-05,11434,QUEENS,American,14811 175TH ST,2,1,4,1.0,1.0,1,1.0,1.0,377,377,0
50033917,8.0,10.0,2015-05-21,2017-01-19,2016-10-04,11368,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9812 NORTHERN BLVD,6,1,2,7.0,8.0,5,1.4,1.6,107,609,0
50033921,1.0,4.0,2015-05-07,2016-04-18,2015-05-07,10463,BRONX,Pizza,3891 SEDGWICK AVE,2,1,2,0.0,2.0,1,0.0,2.0,347,347,0
50033930,10.0,10.0,2015-04-06,2016-11-16,2016-10-05,11379,QUEENS,Tex-Mex,7419 METROPOLITAN AVE,6,1,1,9.0,9.0,5,1.8,1.8,42,590,0
50033935,13.0,6.0,2015-05-08,2017-01-21,2016-09-17,11106,QUEENS,Chicken,2530 BROADWAY,6,3,2,10.0,4.0,5,2.0,0.8,126,624,1
50033936,8.0,8.0,2015-04-29,2017-01-20,2016-10-25,10037,MANHATTAN,Soul Food,486 LENOX AVE,6,1,1,7.0,7.0,5,1.4,1.4,87,632,0
50033938,6.0,5.0,2015-04-17,2017-04-07,2017-03-22,10029,MANHATTAN,Mexican,109 E 116TH ST,5,1,1,5.0,4.0,4,1.25,1.0,16,721,0
50033940,5.0,5.0,2015-05-11,2017-02-06,2016-01-14,11210,BROOKLYN,Chinese,1774 FLATBUSH AVE,5,1,1,4.0,4.0,4,1.0,1.0,389,637,0
50033948,16.0,6.0,2015-04-10,2016-03-15,2015-09-15,10002,MANHATTAN,Chinese,280 GRAND ST,7,2,1,14.0,5.0,6,2.3333333333333335,0.8333333333333334,182,340,1
50033950,9.0,14.0,2015-05-19,2017-03-01,2016-08-01,11236,BROOKLYN,American,6002 FOSTER AVE,7,3,5,6.0,9.0,6,1.0,1.5,212,652,1
50033952,8.0,5.0,2015-03-31,2016-12-21,2016-11-22,10002,MANHATTAN,Chinese,27 RUTGERS ST,5,2,2,6.0,3.0,4,1.5,0.75,29,631,1
50033955,7.0,6.0,2015-05-11,2016-12-05,2016-10-26,11233,BROOKLYN,Chicken,152 ROCKAWAY AVE,5,1,1,6.0,5.0,4,1.5,1.25,40,574,0
50033956,6.0,3.0,2015-04-15,2016-09-30,2016-09-02,10016,MANHATTAN,Pizza,120 E 34TH ST,6,1,1,5.0,2.0,5,1.0,0.4,28,534,0
50033970,5.0,3.0,2015-05-05,2017-03-13,2016-01-13,11375,QUEENS,Pizza,9614 METROPOLITAN AVE,4,1,1,4.0,2.0,3,1.3333333333333333,0.6666666666666666,425,678,0
50033976,7.0,4.0,2015-08-11,2016-12-01,2016-06-16,10013,MANHATTAN,Seafood,390 BROOME ST,5,2,2,5.0,2.0,4,1.25,0.5,168,478,1
50033978,5.0,2.0,2015-07-28,2016-10-12,2016-08-30,11224,BROOKLYN,"Ice Cream, Gelato, Yogurt, Ices",1023 BOARDWALK W,3,2,1,3.0,1.0,2,1.5,0.5,43,442,1
50033979,2.0,1.0,2015-04-28,2016-04-18,2015-04-28,10027,MANHATTAN,Chicken,576 W 125TH ST,2,2,1,0.0,0.0,1,0.0,0.0,356,356,1
50033981,9.0,5.0,2015-04-27,2017-03-29,2016-02-04,11213,BROOKLYN,Chinese,249A SCHENECTADY AVE,4,5,1,4.0,4.0,3,1.3333333333333333,1.3333333333333333,419,702,1
50033983,1.0,5.0,2015-05-12,2016-05-04,2015-05-12,10002,MANHATTAN,Greek,130 DIVISION ST,2,1,2,0.0,3.0,1,0.0,3.0,358,358,0
50033988,6.0,3.0,2015-09-17,2016-11-21,2016-10-27,10039,MANHATTAN,Pizza,346 W 145TH ST,3,3,1,3.0,2.0,2,1.5,1.0,25,431,1
50033989,11.0,7.0,2015-05-06,2017-01-18,2016-09-27,11432,QUEENS,Spanish,17823 JAMAICA AVE,7,1,1,10.0,6.0,6,1.6666666666666667,1.0,113,623,0
50033996,4.0,6.0,2015-04-20,2017-01-24,2015-12-15,11419,QUEENS,Chinese,11402 LIBERTY AVE,4,1,2,3.0,4.0,3,1.0,1.3333333333333333,406,645,0
50033999,2.0,1.0,2015-05-12,2016-04-21,2015-05-12,11209,BROOKLYN,Sandwiches/Salads/Mixed Buffet,9206 4TH AVE,2,1,1,1.0,0.0,1,1.0,0.0,345,345,0
50034001,1.0,2.0,2015-05-11,2016-04-28,2015-05-11,10002,MANHATTAN,Mexican,13 ESSEX ST,2,1,1,0.0,1.0,1,0.0,1.0,353,353,0
50034013,10.0,2.0,2015-07-01,2017-01-13,2016-12-07,10010,MANHATTAN,Bakery,303 PARK AVE S,5,2,1,8.0,1.0,4,2.0,0.25,37,562,1
50034022,3.0,5.0,2015-04-28,2017-01-27,2015-12-21,10013,MANHATTAN,Café/Coffee/Tea,276 CANAL ST,4,1,2,2.0,3.0,3,0.6666666666666666,1.0,403,640,0
50034025,2.0,3.0,2015-04-24,2016-04-21,2015-04-24,11204,BROOKLYN,Other,7323 20TH AVE,2,1,2,1.0,1.0,1,1.0,1.0,363,363,0
50034040,19.0,8.0,2015-06-11,2017-01-17,2016-09-21,10021,MANHATTAN,Japanese,1374 YORK AVE,6,3,1,16.0,7.0,5,3.2,1.4,118,586,1
50034043,12.0,2.0,2015-10-15,2017-02-04,2016-10-08,10459,BRONX,Mexican,1292 WESTCHESTER AVE,6,1,1,11.0,1.0,5,2.2,0.2,119,478,0
50034048,2.0,4.0,2015-06-13,2016-09-17,2016-06-24,10451,BRONX,American,340 WALTON AVE,3,1,1,1.0,3.0,2,0.5,1.5,85,462,0
50034049,2.0,2.0,2015-04-30,2016-05-19,2015-04-30,10314,STATEN ISLAND,Pizza/Italian,1475 RICHMOND AVE,2,1,1,1.0,1.0,1,1.0,1.0,385,385,0
50034050,9.0,6.0,2015-04-30,2017-01-11,2016-12-07,10019,MANHATTAN,Chinese,795 9TH AVE,5,1,2,8.0,4.0,4,2.0,1.0,35,622,0
50034055,3.0,5.0,2015-07-15,2016-05-26,2015-08-19,11229,BROOKLYN,Jewish/Kosher,1119 QUENTIN RD,3,1,1,2.0,4.0,2,1.0,2.0,281,316,0
50034059,3.0,1.0,2015-04-23,2016-02-29,2015-05-14,10027,MANHATTAN,Japanese,1467 AMSTERDAM AVE,3,3,1,0.0,0.0,2,0.0,0.0,291,312,1
50034061,11.0,10.0,2015-05-12,2016-07-14,2015-11-25,11210,BROOKLYN,Chinese,2318 NOSTRAND AVE,5,1,2,10.0,8.0,4,2.5,2.0,232,429,0
50034065,2.0,1.0,2015-08-17,2016-09-14,2015-08-17,10010,MANHATTAN,American,5 MADISON AVENUE,2,1,1,1.0,0.0,1,1.0,0.0,394,394,0
50034074,6.0,4.0,2015-06-12,2017-02-08,2017-01-17,10023,MANHATTAN,American,274 COLUMBUS AVE,5,1,2,5.0,2.0,4,1.25,0.5,22,607,0
50034077,12.0,8.0,2015-07-09,2016-09-07,2016-08-13,11368,QUEENS,Seafood,10008 NORTHERN BLVD,6,2,1,10.0,7.0,5,2.0,1.4,25,426,1
50034079,9.0,6.0,2015-09-18,2017-03-09,2016-09-20,11224,BROOKLYN,American,1205 SURF AVE,5,2,1,7.0,5.0,4,1.75,1.25,170,538,1
50034088,3.0,4.0,2015-07-17,2017-03-24,2016-08-31,10010,MANHATTAN,American,304 PARK AVE S,4,1,1,2.0,3.0,3,0.6666666666666666,1.0,205,616,0
50034093,3.0,3.0,2015-05-27,2016-11-16,2016-05-27,11216,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",759 NOSTRAND AVE,4,1,1,2.0,2.0,3,0.6666666666666666,0.6666666666666666,173,539,0
50034094,6.0,3.0,2015-05-27,2017-02-14,2016-01-13,10029,MANHATTAN,American,2155 2ND AVE,4,2,1,4.0,2.0,3,1.3333333333333333,0.6666666666666666,398,629,1
50034097,6.0,2.0,2015-06-30,2017-01-27,2016-05-14,11236,BROOKLYN,American,1370 ROCKAWAY PKWY,4,1,1,5.0,1.0,3,1.6666666666666667,0.3333333333333333,258,577,0
50034098,6.0,4.0,2015-10-08,2016-12-28,2016-06-27,10012,MANHATTAN,American,89 MACDOUGAL ST,5,1,1,5.0,3.0,4,1.25,0.75,184,447,0
50034105,7.0,8.0,2015-04-28,2017-02-23,2017-01-11,11418,QUEENS,Pizza,8608 117TH ST,5,1,2,6.0,6.0,4,1.5,1.5,43,667,0
50034109,3.0,3.0,2015-05-08,2016-01-28,2015-06-24,10466,BRONX,Chinese,3828B DYRE AVE,3,3,1,0.0,2.0,2,0.0,1.0,218,265,1
50034110,3.0,3.0,2015-04-30,2016-10-18,2016-05-13,11106,QUEENS,Pizza,3548 31ST ST,4,1,1,2.0,2.0,3,0.6666666666666666,0.6666666666666666,158,537,0
50034112,22.0,6.0,2015-06-25,2017-01-04,2016-10-06,10475,BRONX,Chicken,200 BAYCHESTER AVE,6,3,2,19.0,4.0,5,3.8,0.8,90,559,1
50034113,11.0,5.0,2015-05-27,2016-12-28,2016-11-02,10034,MANHATTAN,Pizza,553 W 207TH ST,6,1,1,10.0,4.0,5,2.0,0.8,56,581,0
50034118,6.0,1.0,2015-04-30,2016-04-27,2015-06-25,10314,STATEN ISLAND,Vietnamese/Cambodian/Malaysia,1407 RICHMOND AVE,3,1,1,5.0,0.0,2,2.5,0.0,307,363,0
50034119,20.0,15.0,2015-05-11,2017-01-20,2016-10-28,11210,BROOKLYN,Chinese,4023 GLENWOOD RD,8,1,2,19.0,13.0,7,2.7142857142857144,1.8571428571428572,84,620,0
50034130,4.0,5.0,2015-05-04,2016-01-19,2015-06-12,10466,BRONX,Caribbean,4143 WHITE PLAINS RD,3,1,1,3.0,4.0,2,1.5,2.0,221,260,0
50034133,6.0,1.0,2015-06-08,2016-02-23,2015-07-22,11385,QUEENS,Pizza,5656 MYRTLE AVE,3,2,1,4.0,0.0,2,2.0,0.0,216,260,1
50034142,6.0,8.0,2015-06-08,2017-03-21,2017-02-23,11230,BROOKLYN,Jewish/Kosher,1899 CONEY ISLAND AVE,5,2,1,4.0,7.0,4,1.0,1.75,26,652,1
50034157,11.0,8.0,2015-04-01,2016-08-31,2016-08-08,10016,MANHATTAN,Asian,511 3RD AVE,6,2,2,9.0,6.0,5,1.8,1.2,23,518,1
50034161,6.0,6.0,2015-05-12,2017-02-22,2015-11-21,11215,BROOKLYN,Italian,367 7TH AVE,4,1,1,5.0,5.0,3,1.6666666666666667,1.6666666666666667,459,652,0
