,search_info,google_name,rating
50000248,"b.b's pub and grill 17157 46TH AVE, NY",bb's pub and grill,4.2
50000249,"tamashii ramen 2905 BROADWAY, NY",tamashii ramen,4.5
50000252,"king solomon catering & restaurant 1787 CONEY ISLAND AVE, NY",king solomon glatt kosher catering & restaurant,4.7
50000255,"china sun 1270A ST NICHOLAS AVE, NY",china sun,3.2
50000256,"champagne bar and rose club 768 FIFTH AVE, NY",the champagne bar at the plaza,4
50000259,"central market new york 23 VANDERBILT AVENUE, NY",central market new york,4.3
50000261,"new york sushi ko 91 CLINTON STREET, NY",new york sushi ko,4.3
50000263,"india house club 1 HANOVER SQUARE, NY",india house,4.5
50000267,"broken land 105 FRANKLIN STREET, NY",broken land,4.3
50000268,"jamaica breeze restaurant 23202 MERRICK BLVD, NY",jamaica breeze restaurant,4.4
50000271,"sweet science 135 GRAHAM AVE, NY",sweet science,4.1
50000280,"malesia cafe 2423 ARTHUR AVE, NY",malaysia grill,4.4
50000281,"dairy queen grill & chill 10 FERRY TERMINAL DR, NY",dq grill & chill restaurant,4.1
50000282,"uptown slices 272 W 135 STREET, NY",uptown slices,4.6
50000286,"simit and smith 124 W 72ND ST, NY",simit + smith,4.1
50000290,"snowdonia pub 3455 32ND STREET, NY",snowdonia,4.2
50000291,"clippers ii 234-32 MERRICK BLVD, NY",clippers 2,2.9
50000293,"kennedy fried chicken 934 MORRIS AVE, NY",kennedy fried chicken,4.3
50000294,"rita's ices 2486 BROADWAY, NY",rita's water ice nyc,4.7
50000296,"dunkin donuts 1433 2ND AVE, NY",dunkin' donuts,3.8
50000297,"dunkin' donuts, baskin robbins 875 3RD AVE, NY",baskin-robbins,4
50000305,"dunkin' donuts 800 2ND AVE, NY",dunkin' donuts,4.1
50000306,"seaport buffet 2027 EMMONS AVE, NY",seaport buffet,3.8
50000307,"johnny's fried chicken 1350 SHAKESPEARE AVE, NY",johnny's fried chicken,4.2
50000309,"armando's kitchen 1345 ROCKAWAY PKWY, NY",armando's kitchen east,4
50000310,"la calenita bakery 4006 83RD ST, NY",la calenita bakery & cafeteria,5
50000312,"omar's 21 W. 9TH ST, NY",omar's la ranita,4.1
50000318,"corbet & conley 333 E 23RD STREET, NY",corbet & conley,5
50000325,"the coffee bean & tea leaf 22 CORTLANDT STREET, NY",the coffee bean & tea leaf,4.2
50000328,"mcdonald's 2028 ROCKAWAY PKWY, NY",mcdonald's,3.1
50000330,"lake street bar 706 MANHATTAN AVE, NY",lake street bar,4.2
50000334,"el pollo iii 8603 18TH AVE, NY",el pollo iii,3.5
50000335,"ramen & yakitori 3405 30TH AVE, NY",kizuki ramen & izakaya,4.4
50000337,"miramar 21 SOUTH END AVENUE, NY",miramar,4.4
50000338,"zoralie restaurant 449 WEST 51 STREET, NY",zoralie,4.6
50000341,"mamajuana cafe / fiesta club 3315 56 STREET, NY",mamajuana cafe queens,3.8
50000342,"blend astoria 3717 30TH AVENUE, NY",blend astoria,4.2
50000343,"sing hua kitchen 1842 FLATBUSH AVENUE, NY",sing hua kitchen,3.3
50000345,"brothers bagels 285 COURT STREET, NY",brothers bagels,3.9
50000346,"silvana 300 WEST 116TH STREET, NY",silvana,4.4
50000348,"gino's pizza express 6269 DRY HARBOR RD, NY",gino's express pizza,4.8
50000351,"milkflower 3412 31ST AVE, NY",milkflower,4.5
50000353,"nostrand avenue pub 658 NOSTRAND AVE, NY",nostrand avenue pub,4.3
50000355,"rose valley cakes 13403 LIBERTY AVENUE, NY",rose valley cakes,4.8
50000360,"cb charisma ballroom 7146 MAIN STREET, NY",charisma ballroom,3.3
50000364,"royal curry & kabab 19-25 ST NICHOLAS AVENUE, NY",royal curry indian cuisine,4.5
50000366,"beyond sushi 75 9th AVE, NY",beyond sushi chelsea market,4.6
50000367,"telly's taverna 2811 23RD AVE, NY",telly's taverna,4.3
50000372,"el molcajete restaurant. 1506 WESTCHESTER AVE, NY",el molcajete mexican restaurant,4.1
50000375,"battery harris 64 FROST ST, NY",battery harris,3.9
50000377,"steinway restaurant 10205 DITMARS BOULEVARD, NY",new york laguardia airport marriott,3.8
50000380,"bawarchi indian cuisine 1546 MADISON AVE, NY",bawarchi indian cuisine,3.8
50000381,"giovanni's italian pizzeria 1011 COLUMBUS AVE, NY",giovanni's pizza,3.1
50000387,"num pang sandwich shop 75 9 AVE, NY",num pang sandwich shop,4.2
50000388,"dona zita mexican food 1221 BOWERY ST, NY",doña zita,4.2
50000390,"cake tin NKA JFK INTERNATIONAL AIRPORT, NY",SEARCH FAILURE,
50000391,"la brea bakery NKA JFK INTERNATIONAL AIRPORT, NY",la brea bakery,2.8
50000392,"cheers thai restaurant 568 METROPOLITAN AVE, NY",cheers thai restaurant,4.5
50000393,"shake shack NKA JFK INTERNATIONAL AIRPORT, NY",shake shack,3.9
50000394,"two lizards mexican restaurant 1365 1ST AVENUE, NY",two lizards mexican bar & grill,4.1
50000395,"starbucks 164 PARK PLACE, NY",starbucks,3.8
50000400,"twist it top it frozen yogurt 10309 METROPOLITAN AVE, NY",twist it top it,4.1
50000401,"peking express 237 NASSAU AVE, NY",peking express,4.3
50000404,"lcle bar 13617 41ST AVE, NY",the lcl: bar & kitchen,4
50000408,"creole fusion 11144 SPRINGFIELD BLVD, NY",creole fusion haitian american cuisine,4.6
50000410,"brooklyn brewhouse 229 DUFFIELD STREET, NY",brooklyn brewhouse,3.5
50000412,"blue smoke/on the road NKA JFK INTERNATIONAL AIRPORT, NY",SEARCH FAILURE,
50000413,"uptown brasserie NKA JFK INTERNATIONAL AIRPORT, NY",uptown brasserie,2.1
50000415,"katch brewery & grill 3119 NEWTOWN AVE, NY",katch astoria,3.9
50000417,"tacos grand central 684 3RD AVENUE, NY",tacos grand central,4.7
50000418,"milk & pull cafe 181 IRVING AVE, NY",milk,4.3
50000419,"natureworks 43-45 W 55 STREET, NY",nature works,3.9
50000422,"sociale 72 HENRY ST, NY",sociale,4.2
50000425,"checkers 552 3RD AVE, NY",checkers,2.9
50000433,"jade garden 4028 BROADWAY, NY",jade garden,4.3
50000435,"forest bbq 1098 FOREST AVE, NY",forest bbq,4.1
50000437,"dunkin' donuts 712 THIRD AVE, NY",dunkin' donuts,4.2
50000441,"ra @ y & r 3 COLUMBUS CIRCLE, NY",ray's pizza,3.4
50000449,"t.g.i. friday's 147 W 46TH ST, NY",tgi fridays,2.3
50000454,"patiala 371 WEST 34 STREET, NY",patiala,3.4
50000456,"aa jing 689 9TH AVE, NY",a a jing,4.3
50000457,"marthita's bar & grill 1183 BROADWAY, NY",marthita's bar & grill,4.2
50000458,"beverley pizza & cafe 358 E 2ND ST, NY",beverley pizza & cafe,3.4
50000460,"alex tacos 744 E. TREMONT AVE, NY",alex's tacos,4
50000461,"gina's italian bakery & pastry shop 766 LYDIG AVENUE, NY",shirley's donuts & kolaches,4.2
50000467,"bravo kosher pizza/bravo kosher burger 17 TRINITY PL, NY",bravo kosher downtown,3.4
50000468,"texas chicken &burger 509 WILLIS AVE, NY",texas chicken and burgers,4.1
50000471,"shorty's 62 PEARL ST, NY",shorty's,4.2
50000473,"juan bar 9615D ROOSEVELT AVE, NY",juan,4.4
50000474,"cue time billiards 319 CLAWSON STREET, NY",cue time billiards,4.7
50000475,"e taverna 2619 23RD AVE, NY",e taverna,4.7
50000477,"stocked 635 VANDERBILT AVE, NY",stocked,4.5
50000479,"ifc center 323 6TH AVE, NY",ifc center,4.3
50000484,"new sam's deli 30 MULBERRY STREET, NY",sam's deli inc,4.7
50000488,"the original steak-n-cheese 17204 LINDEN BLVD, NY",steak n cheese,5
50000489,"insomnia cookies 237 E 53RD ST, NY",insomnia cookies,4.3
50000491,"empire hotel bar 44 W 63RD ST, NY",the empire hotel,3.6
50000492,"subway 2550 FRANCIS LEWIS BLVD, NY",subway®restaurants,3.4
50000496,"potjanee 48 CARMINE ST, NY",potjanee,4.2
50000500,"starbucks 625 8TH AVE, NY",starbucks,2.6
50000501,"the storehouse 69 WEST 23 STREET, NY",the storehouse,4.4
50000504,"mamabites 4209 28 STREET, NY",SEARCH FAILURE,
50000508,"st. gambrinus beer shoppe 533 ATLANTIC AVE, NY",st. gambrinus beer shoppe,4.8
50000510,"jerusalem steakhouse 1319 AVENUE J, NY",jerusalem steak house ii,4.4
50000516,"vivaldi 20110 CROSS ISLAND PARKWAY, NY",vivaldi,4
50000518,"mamalee 21312 48TH AVENUE, NY",mamalee,4.5
50000521,"china star 145 1ST AVENUE, NY",the china star,3.8
50000522,"just salad 1471 THIRD AVE, NY",just salad,3.8
50000526,"1st avenue gourmet 1274 1ST AVE, NY",1st ave gourmet deli,3
50000529,"tu arepa pizza cafe 10022 67TH AVE, NY",tuarepa pizza cafe,4.5
50000532,"butterfield cafe 770 BROADWAY, NY",butterfield market,4.3
50000537,"trading post 170 JOHN STREET, NY",trading post,4.2
50000538,"los pollos restaurant 4551 46 STREET, NY",los pollos restaurant,4.3
50000540,"oren's daily roast 29 WAVERLY PL, NY",oren's daily roast,4.6
50000542,"legend 127 W 72 ST, NY",legend 72,4.3
50000544,"dunkin' donuts 3031 CONEY ISLAND AVENUE, NY",dunkin' donuts,3.5
50000546,"king david lounge NKA jfk internaional airport, NY",SEARCH FAILURE,
50000547,"dunkin' donuts 168 W 48 STREET, NY",dunkin' donuts,3.9
50000548,"new good taste chinese restaurant 281 E 161 ST, NY",good taste chinese restaurant,3.5
50000549,"anassa taverna 200 E 60TH STREET, NY",anassa taverna,3.9
50000551,"wolfnights 99 RIVINGTON ST, NY",wolfnights,4.6
50000576,"park luncheonette 332 DRIGGS AVE, NY",park luncheonette,4
50000577,"the hideout 8415 5TH AVE, NY",the hideout,4.3
50000582,"dream baby 162 AVE B, NY",dream baby,4.3
50000585,"dunkin' donuts 3904 NORTHERN BLVD, NY",dunkin' donuts,4.5
50000586,"kiosku 211 EAST 43 STREET, NY",SEARCH FAILURE,
50000587,"chipotle mexican grill 2298 BROADWAY, NY",chipotle mexican grill,3.9
50000589,"el nuevo bohio restaurant 791 EAST TREMONT AVENUE, NY",nuevo bohio,4.2
50000590,"cafe biba 101 KENT AVE, NY",cafe biba,4.2
50000591,"chatime/the brazen duck 5723 8 AVE, NY",chatime,3.4
50000592,"almasry restaurant 1178 FULTON STREET, NY",al masry restaurant,4.8
50000593,"hk boxers nyc 742 9TH AVE, NY",boxers sports bar,3.8
50000595,"il caffe latte 2 458 WEST 145TH STREET, NY",il caffe latte 2,4.6
50000598,"uncle ted's 163 BLEECKER STREET, NY",uncle ted's,4
50000600,"gyro express 7706 21ST AVE, NY",gyro express,4.5
50000606,"vekslers 521 HICKS STREET, NY",vekslers,4.7
50000609,"family garden restaurant 292 LEONARD ST, NY",family garden,4.6
50000613,"sushi dojo 110 1ST AVE, NY",sushi dojo,4.2
50000614,"ahana japanese fusion cuisine 1154 1ST AVENUE, NY",ahana asian fusion cuisine,3.2
50000616,"new broadway pizzeria and coffee 4312 BROADWAY, NY",new broadway pizza coffee shop,4.8
50000619,"happy fun hideaway 1211 MYRTLE AVENUE, NY",happyfun hideaway,4.3
50000623,"open karaoke 4020 149 PLACE, NY",열린 노래방 korean karaoke,5
50000628,"jumbo house 942 UTICA AVENUE, NY",jumbo house,4.9
50000632,"starlets 4909 25TH AVE, NY",starlet's gentlemen's club,2.9
50000634,"agra taj mahal 1005 MANHATTAN AVENUE, NY",agra taj mahal,4.1
50000635,"estrellita poblana 240 W 231 ST, NY",estrellita poblana v,3.7
50000638,"el toro bravo 8812 ROOSEVELT AVENUE, NY",toro bravo mexican restaurant,4
50000639,"hale&hearty soups 177 MADISON AVE, NY",hale and hearty soups,4.6
50000641,"american cut 363 GREENWICH STREET, NY",american cut,4.3
50000642,"the bar room 117 E 60TH ST, NY",the bar room,4.3
50000655,"steves pizza 603 SUTTER AVE, NY",steve & mike pizzeria,4.7
50000689,"coffee mob 1514 NEWKIRK AVE, NY",coffee mob,4.7
50000695,"joe's shanghai restaurant 13621 37TH AVE, NY",joe's shanghai,4.1
50000697,"uncle's shack & grill 1117 ROGERS AV, NY",uncle's shack & grill,4.1
50000703,"patrizia's of brooklyn 4255 AMBOY ROAD, NY",patrizia's,4.5
50000704,"fresh & pure cafe 58 WEST 36 STREET, NY",fresh by brookshire's,4.6
50000705,"anarkali indian food 1125 CHURCH AVE, NY",anarkali,3.7
50000706,"family kitchen 10756 SUTPHIN BLVD, NY",family kitchen,4.5
50000709,"bagel tree 245 E 124TH ST, NY",bagel tree,4.2
50000710,"bar chord 1008 CORTELYOU ROAD, NY",bar chord,4.4
50000711,"the manhattan at times square 790 7TH AVE, NY",the manhattan at times square hotel,3.5
50000715,"jr. bella's 760 CONEY ISLAND AVENUE, NY",jr. bella's pizza & pasta,4
50000719,"the immigrant tap room 341 E 9TH ST, NY",the immigrant,4.5
50000725,"dado fish restaurant 14920 41ST AVENUE, NY",SEARCH FAILURE,
50000726,"bill's bar and burger downtown 85 WEST STREET, NY",bill's bar & burger,4
50000727,"laoma ma la tang 6301 8TH AVENUE, NY",SEARCH FAILURE,
50000728,"riky & sepi sport cafe 2278 ARTHUR AVENUE, NY",SEARCH FAILURE,
50000732,"lower east side pizza 181 EAST BROADWAY, NY",lower east side pizza,3
50000738,"d'anna's deli & pizzeria 16908 CROCHERON AVE, NY",anna's deli,4.3
50000740,"aman restaurant 3594 JEROME AVE, NY",aman pakistani & indian halal restaurant,3.8
50000741,"cemitas puebla restaurant 679 ALLERTON AVE, NY",SEARCH FAILURE,
50000744,"new york bagels & deli 587 FIRST AVENUE, NY",best bagel & coffee,4.6
50000749,"dutch kills centraal 3840 29TH ST, NY",dutch kills centraal,4.4
50000753,"new china chinese kitchen 1135 MYRTLE AVE, NY",new china,4.5
50000755,"new pinang 11110 QUEENS BLVD, NY",new pinang,3.8
50000757,"the sampler 234 STARR ST, NY",the sampler bushwick,4.7
50000758,"yang's good taste 209 E. 183RD STREET, NY",yang's good taste,4.2
50000759,"barnes & noble cafe 55 LEXINGTON AVE, NY",barnes & noble,4.5
50000762,"dominique bistro / akashi 14 CHRISTOPHER ST, NY",dominique bistro,4.8
50000763,"bareburger 366 W 46TH ST, NY",bareburger,4.5
50000766,"gyro world 19421 NORTHERN BOULEVARD, NY",gyro world,4.3
50000767,"parlay cafe 1780 AMSTERDAM AVENUE, NY",parlay cafe,4.6
50000768,"buffalo wild wings, peets coffee & tea, bento sushi NKA JFK INTERNATIONAL AIRPORT, NY",SEARCH FAILURE,
50000776,"twin donut blimpie 196 EAST 161ST STREET, NY",twin donuts,2.4
50000777,"pizza boy i 7404 37TH AVE, NY",pizza boy,4.2
50000778,"peachwave frozen yogurt 2125 WILLIAMSBRIDGE RD, NY",peachwave frozen yogurt,3.9
50000781,"cafe con amor 6416 ROOSEVELT AVE., NY",cafe con amor,4.2
50000782,"solace bar & grill 3496 BROADWAY, NY",solace bar & grill,4.1
50000786,"dunkin' donuts 873 FLATBUSH AVENUE, NY",dunkin' donuts,4
50000790,"la nueva bakery 8610 37TH AVE, NY",cafe la nueva bakery inc,3.8
50000795,"risotteria melotti 309 EAST 5 STREET, NY",risotteria melotti nyc,4.6
50000796,"el nuevo bohio restaurant 1155 WEBSTER AVE, NY",el nuevo bohío,4
50000797,"claudio's cafe ii 3223 37 AVENUE, NY",claudio's cafe,2.3
50000798,"lin's casa chinese restaurant 4617 5TH AVE, NY",casa china,4.6
50000799,"giovanni's pizza & mexican restaurant 4559 47 STREET, NY",giovanni's pizza & pasta,3.6
50000800,"tosca cafe 4038 E TREMONT AVE, NY",tosca cafe,4.1
50000801,"doris 1088 FULTON STREET, NY",doris,4.3
50000803,"le pain quotidien 1592 1ST AVE, NY",le pain quotidien yorkville,3
50000804,"taipei hong 13655 ROOSEVELT AVE, NY",taipei hong,4
50000805,"red mango 6604 18TH AVE, NY",red mango,3.4
50000806,"new nagoya sushi 5786 MOSHOLU AVE, NY",new nagoya sushi,4.2
50000810,"tower diner 98-95 QUEENS BLVD, NY",tower diner,3.8
50000816,"good taste restaurant 4215 HYLAN BLVD, NY",good taste chinese take out,4
50000817,"poppy's catering & events 243 DEGRAW STREET, NY",poppy's catering,5
50000818,"subway 11040 FLATLANDS AVENUE, NY",subway®restaurants,2
50000821,"five tacos 119 SAINT MARKS PLACE, NY",five tacos,4.5
50000823,"torino pizza 1694 RICHMOND ROAD, NY",torino pizza cafe,4.1
50000828,"patea 135 MOTT STREET, NY",patea bubble tea,4.4
50000829,"amc theatres 312 W 34TH ST, NY",amc loews 34th street 14,4
50000834,"hive thai cooking 7160 YELLOWSTONE BLVD, NY",hive thai cooking,4.3
50000841,"forest hills little league 66-01 FLEET STREET, NY",forest hills youth athletic association,4.7
50000845,"15 central park west restaurant 15 CENTRAL PARK WEST, NY",15 central park west,4.7
50000846,"julesruby lounge rental 135 WESTCHESTER SQUARE, NY",SEARCH FAILURE,
50000849,"milk river cafe 960 ATLANTIC AVE, NY",milk river restaurant,3.4
50000851,"the classic diner 11733 MYRTLE AVE, NY",the classic diner,4.2
50000853,"tasty deli 4020 BROADWAY, NY",tasty deli,4.3
50000855,"crown fried chicken & pizza 580 ALBANY AVENUE, NY",crown fried chicken,4
50000858,"nourish kitchen + table 95 GREENWICH AVENUE, NY",nourish kitchen + table,4.4
50000865,"flanagan's tavern 3932 AMBOY RD, NY",flanagan's tavern,4.2
50000866,"mango mango 63 BAYARD STREET, NY",mango mango dessert,4.2
50000867,"tabata 2 japanese noodle restaurant 557 8TH AVE, NY",tabata 2,4.2
50000869,"gotham pizza 852 EIGHTH AVE, NY",gotham pizza,3.7
50000872,"black sea fish & gr 9536 QUEENS BLVD, NY",blacksea fish & grill,4.1
50000875,"lazy ibis 663 FRANKLIN AVE, NY",lazy ibis,4.4
50000880,"parker & quinn 63 WEST 38TH STREET, NY",refinery hotel,4.4
50000881,"rosarina bakery 5219 BROADWAY, NY",franco bakery,5
50000883,"big apple kitchen 489 ROCKAWAY AVE, NY",big apple kitchen,3.9
50000884,"pic up stix 1372 LEXINGTON AVE, NY",pic up stix,2.8
50000887,"grand ferry 229 KENT AVENUE, NY",grand ferry tavern,4.5
50000889,"subculture arts underground 45 BLEECKER ST, NY",subculture,4.5
50000891,"la mesita 1513 MYRTLE AVE, NY",la mesita,3.6
50000892,"anable basin sailing 4-40 44 DRIVE, NY",anable basin sailing bar & grill,4.7
50000894,"fitzcarraldo 195 MORGAN AVE, NY",fitzcarraldo,4.4
50000895,"wah sing 23119 MERRICK BLVD., NY",wah sing take out kitchen,4.6
50000901,"not ray's pizzeria 694 FULTON ST, NY",not ray's pizza,4.1
50000902,"99 cents mega pizza 1875 LEXINGTON AVE, NY",99 cents mega pizza,5
50000904,"dunkin' donuts 11-32 MYRTLE AVE, NY",dunkin' donuts,3.6
50000905,"subway 2699 BROADWAY, NY",subway®restaurants,1.9
50000908,"the coffee bean & tea leaf 350 W 14TH ST, NY",the coffee bean & tea leaf,4.2
50000910,"brazen fox kitchen and bar 106 3RD AVE, NY",brazen fox,3.9
50000915,"yummy taco 4814 BROADWAY, NY",yummy taco,4.2
50000916,"barbasso 235 WEST 56TH STREET, NY",bar basso,4.1
50000918,"chipotle mexican grill 1288-1290 1ST AVENUE, NY",chipotle mexican grill,4.2
50000919,"panko express 7802 FLATLANDS AVE, NY",panko express,3.8
50000920,"no. 7 sub 1 W. 58TH STREET, NY",no. 7 sub,4
50000923,"di fara pizzeria 1424 AVENUE J, NY",di fara pizza,4.2
50000926,"tbaar 5911 8TH AVE, NY",tbaar bubble tea,4
50000929,"odd fellows ice cream co 175 KENT AVENUE, NY",oddfellows ice cream co.,4.5
50000930,"back to john's  deli 423 3  AVE, NY",back to john deli,5
50000935,"checkers 797 PENNSYLVANIA AVENUE, NY",checkers,3.7
50000937,"mike daddy's pizza 449 7TH AVENUE, NY",mike daddy's pizza,3.5
50000938,"donovan's pub 5724 ROOSEVELT AVE, NY",donovan's pub,4.3
50000939,"hito 2512 BROADWAY, NY",hito shabu shabu,5
50000940,"a chiban 25213 UNION TURNPIKE, NY",a-chiban sushi cafe,3.6
50000941,"golden krust 3812 WHITE PLAINS RD, NY",golden krust caribben bakery & grill,4.2
50000942,"hot bagels 1594 ROCKAWAY PARKWAY, NY",hot bagels,3.8
50000944,"yun nan flavour garden 5121 8TH AVENUE, NY",yunnan flavour garden restaurant,4.3
50000945,"khan's gyro & fried chicken 1947 BATH AVE, NY",khan's gyro & fried chicken,4.5
50000946,"front page restaurant 4002 BRONXWOOD AVE, NY",SEARCH FAILURE,
50000947,"dunkin' donuts 1099 1ST AVE, NY",dunkin' donuts,2.4
50000948,"n rico cafe restaurant 801 SOUTHERN BLVD, NY",n rico cafe restaurant,3.8
50000950,"thai 101 3915 BELL BLVD, NY",thai 101,4
50000953,"dtut 1744 2ND AVE, NY",dtut,4.4
50000956,"la choza del gordo 41-05 NORTHERN BLVD, NY",la choza del gordo,4.3
50000957,"15 flavors 1763 CROSBY AVE, NY",15 flavors,3.8
50000963,"new c ave. d chinese restaurant 4621 AVE D, NY",SEARCH FAILURE,
50000964,"ap cafe 420 TROUTMAN STREET, NY",ap cafe,4.2
50000965,"adana grill 723 3RD AVENUE, NY",adana grill,4.9
50000967,"wheated 905 CHURCH AVE., NY",wheated,4.5
50000969,"lung sing 103-07 NORTHERN BLVD, NY",lung sing,4.3
50000971,"subway 3511 QUEENS BLVD, NY",subway®restaurants,3.5
50000972,"brasserie cognac east 963 LEXINGTON AVE, NY",brasserie cognac east,4.1
50000973,"lula bagel 816 NOSTRAND AVE, NY",lula bagel,4.4
50000974,"table 71 @ marriott cortyard 71 WEST 35TH ST, NY",courtyard by marriott new york manhattan/herald square,4.4
50000975,"jeepney 201 FIRST AVE, NY",jeepney,4
50000976,"made in mexico 3950 10TH AVE, NY",made in mexico,4
50000977,"club miami 26 BRUCKNER BLVD, NY",miami lounge,4.2
50000980,"kasumi 1870 86TH STREET, NY",kasumi sushi & bbq,4.7
50000983,"sabrosura 2 restaurant 1806 WESTCHESTER AVE, NY",sabrosura,4.4
50000984,"milenio bakery 2030 THIRD AVE, NY",SEARCH FAILURE,
50000985,"court street grocers hero shop 116 SULLIVAN STREET, NY",court street grocers hero shop,4.7
50000988,"bagels on bartow 2033 BARTOW AVE, NY",bagels on bartow,4.6
50000989,"estela 47 E HOUSTON STREET, NY",estela,4.5
50000990,"caribbean grill restaurant 6393 BROADWAY, NY",caribbean grill,3.5
50000993,"good taste 187 W. BURNSIDE AVE, NY",good taste of bronx,4.3
50000995,"the meatball shop 1462 2ND AVENUE, NY",the meatball shop,4.2
50000999,"bareburger 1681 1ST AVE, NY",bareburger,4.1
50001000,"belgium beer cafe 220 5TH AVE, NY",belgian beer cafe nomad,3.9
50001003,"fornino 849 MANHATTAN AVE, NY",fornino,4.5
50001004,"hing wong 7922 5 AVE, NY",hing wong,4.8
50001005,"luigi's pizza 1049 BRIGHTON BEACH AVE, NY",luigi's pizza,4.3
50001007,"white castle 1615 BOARDWALK WEST, NY",SEARCH FAILURE,
50001012,"subway 1427 YORK AVE, NY",subway®restaurants,2.6
50001013,"signature restaurant 2007 EMMONS AVE, NY",signature,4.2
