,search_info,google_name,rating
41715402,"piccola cucina 196 SPRING STREET, NY",piccola cucina osteria siciliana,4.7
41715445,"la cantina ecua-mex bar & billiard 3454 BROADWAY, NY",SEARCH FAILURE,
41715505,"cafe (at the museum of the city of new york) 1220 5 AVENUE, NY",museum of the city of new york,4.3
41715578,"rk super heroes 978 EAST GUN HILL ROAD, NY",rk superheros,4.7
41715661,"taboo 408 8 AVENUE, NY",taboo lounge,3.7
41715694,"duane park 308 BOWERY, NY",duane park,4.4
41715716,"el jobito restaurant 1579 ST NICHOLAS AVENUE, NY",el jobito restaurant,4.5
41715730,"mia pizza 2417 DITMARS BOULEVARD, NY",mia pizza,3.9
41715751,"santo domingo bakery 93 CLINTON STREET, NY",santo domingo bakery,4.5
41715835,"mr.q's gourmet 5824 8 AVENUE, NY",mr q's grill,3
41715842,"papaya king 3 ST MARKS PLACE, NY",papaya king,3.8
41715905,"pastai 186 9 AVENUE, NY",pastai,4.2
41715927,"gruppo 98 AVENUE B, NY",gruppo,4.4
41715982,"mui kitchen & bar 10 WEST   32 STREET, NY",mui,4.2
41716001,"u.s kennedy fried chicken 1761 UNIVERSITY AVENUE, NY",SEARCH FAILURE,
41716092,"domino's 3624 BROADWAY, NY",domino's pizza,3.6
41716115,"pollo campero 10326 ROOSEVELT AVENUE, NY",pollo campero,4.2
41716132,"gyro corner 3269 FRANCIS LEWIS BOULEVARD, NY",gyro corner,3.9
41716200,"little caesars 841 EAST  149 STREET, NY",little caesars pizza,3.7
41716208,"oriental chinese restaurant 3774 BROADWAY, NY",oriental,4.5
41716209,"ajisai 795 LEXINGTON AVENUE, NY",ajisai japanese fusion,4
41716213,"anita's roti shop 10613 GUY R BREWER BOULEVARD, NY",anita's roti shop,4.7
41716268,"kennedy fried chicken 3042 3 AVENUE, NY",kennedy fried chicken,4.4
41716286,"mark joseph steakhouse 261 WATER STREET, NY",mark joseph steakhouse,4.4
41716292,"dunhill cafe 109 WEST   45 STREET, NY",dunhill cafe & caterers,3.6
41716350,"fuki sushi 8509 18 AVENUE, NY",fuki sushi,4
41716441,"subway 1613 ORIENTAL BOULEVARD, NY",subway®restaurants,4.5
41716444,"totto ramen 366 WEST   52 STREET, NY",totto ramen,4.1
41716448,"harlem shake 100 WEST 124 STREET, NY",harlem shake,3.8
41716520,"skinny dennis 152 METROPOLITAN AVENUE, NY",skinny dennis,4.5
41716627,"upright 547 HUDSON STREET, NY",upright brew house,4.6
41716632,"patsy's pizzeria 2164 UTOPIA PARKWAY, NY",patsy's pizzeria,4.2
41716646,"metro star coffee shop 3211 JUCTION BLVD, NY",metro star coffee shop,4.5
41716658,"subway 11078 QUEENS BOULEVARD, NY",subway®restaurants,3.3
41716669,"au bon pain 111 FULTON STREET, NY",au bon pain,3.5
41716806,"chef's garden 8009 164 STREET, NY",chef's garden,4.1
41716870,"glasserie 95 COMMERCIAL STREET, NY",glasserie,4.5
41716904,"highline pizzeria 503 WEST   28 STREET, NY",highline pizzeria,4.3
41716906,"starbucks 393 3 AVENUE, NY",starbucks,3.9
41716909,"starbucks 106 PAGE AVENUE, NY",starbucks,4.2
41716939,"wilma jean 345 SMITH STREET, NY",wilma jean,4.3
41716943,"stage 48 605 WEST   48 STREET, NY",stage 48,3.8
41716972,"starbucks 200 LIBERTY STREET, NY",starbucks,3.8
41716975,"der krung 860 9 AVENUE, NY",der krung,4.4
41716978,"52nd sushi 5221 ROOSEVELT AVENUE, NY",52nd sushi,4.1
41716994,"no 7 nort 931 MANHATTAN AVENUE, NY",no. 7 north,4.2
41717021,"paninico cafe inc 241 BEACH 116 STREET, NY",paninico cafe inc,4
41717023,"sally's coffee shop 8501 3 AVENUE, NY",sally's place inc,4.1
41717025,"ample hills 300 FURMAN ST, NY",SEARCH FAILURE,
41717026,"big nick's pizza & burger joint 70 WEST 71 SREET, NY",big nick's pizza,4.4
41717113,"chen garden 9422 NORTHERN BOULEVARD, NY",cheng garden,4.9
41717146,"wichcraft 62 CHELSEA PIERS, NY",'wichcraft,2.7
41717156,"zhang's china palace 3014 MIDDLETOWN ROAD, NY",china palace restaurant,4.2
41717184,"piacere 351 BROOME STREET, NY",piacere nyc,4.5
41717206,"serafina grill 33 EAST 61 ST STREET, NY",serafina always,4.4
41717385,"healthy fresh 621 EAST  187 STREET, NY","healthy fresh, inc.",4.6
41717438,"j. restaurant 2479 FREDERICK DOUGLAS BOULEVARD, NY",chez asta,4.3
41717443,"china wok 20105 LINDEN BOULEVARD, NY",china wok,3.7
41717445,"holy schnitzel 819 AVENUE U, NY",holy schnitzel,4.2
41717446,"cedeao grill 507A EAST 163 STREET, NY",cedeao grill,5
41717461,"el toro mexican grill 69 NEW STREET, NY",el toro,4.2
41717466,"shun feng restaurant 524 NEW LOTS AVENUE, NY",shun feng restaurant,5
41717500,"joe's pizza 150 EAST   14 STREET, NY",joe's pizza,4.3
41717554,"taquitos mexico restaurant 6720 14 AVENUE, NY",taquitos,4.4
41717583,"subway 21874 HEMPSTEAD AVENUE, NY",subway®restaurants,4
41717628,"haile bristro 182 AVENUE B, NY",haile,4.2
41717640,"soldiers caribbean restaurant 1439 ST JOHNS PLACE, NY",soldiers caribbean buffet restaurant,4.4
41717742,"accra restaurant 2065 7 AVENUE, NY",accra restaurant - ghanaian cuisine,4.5
41717757,"india house restaurant 586 NOSTRAND AVENUE, NY",india house restaurant,4.8
41717827,"mon hing restaurant 497 ALBANY AVENUE, NY",mon hing,4.6
41717852,"dead rabbit tavern 30 WATER STREET, NY",the dead rabbit grocery and grog,4.5
41717853,"barking dog restaurant 1453 YORK AVENUE, NY",barking dog,3.7
41717857,"sushi sushi 54 TIEMANN PLACE, NY",sushi sushi,4.1
41717867,"pronto deli 5203 METROPOLITAN AVENUE, NY",pronto,4.5
41717895,"loon chuan restaurant 85 PAGE AVENUE, NY",loon chuan,3.9
41717909,"popeyes louisiana kitchen 1128 MYRTLE AVENUE, NY",popeyes louisiana kitchen,3.8
41717967,"yorkafe 50112 EAST   83 STREET, NY",yorkafe incorporated,4.4
41717968,"paddy g's 8634 BROADWAY, NY",paddy g's sports bar,4
41717983,"subway 8902 165 STREET, NY",subway®restaurants,3
41718128,"may wah fast food 190 HESTER STREET, NY",may wah,3.8
41718160,"carbone 181 THOMPSON STREET, NY",carbone,4.3
41718170,"the oval sports bar & lounge 4201 CHURCH AVENUE, NY",oval office pub & grub,4.8
41718215,"yakitori totto 251 WEST   55 STREET, NY",yakitori totto,4.4
41718241,"vchris african cuisine 568 UTICA AVENUE, NY",new combination restaurant,4.1
41718319,"hunan kitchen 4247 MAIN STREET, NY",hunan kitchen of grand sichuan,4.1
41718356,"subway 348 MALCOLM X BOULEVARD, NY",subway,2.8
41718393,"astoria complex fine dining 3438 38 STREET, NY",SEARCH FAILURE,
41718421,"vinateria 2211 FREDERICK DOUGLAS BOULEVARD, NY",vinateria,4.4
41718442,"mr. coco 4515 162 STREET, NY",mr. coco,4.3
41718460,"terri 100 MAIDEN LANE, NY",terri,4.5
41718462,"soo bar 16118 NORTHERN BOULEVARD, NY",joah,4.5
41718481,"doras caffe 10308 39 AVENUE, NY",dora coffee shop,4.7
41718493,"on track bar (o.t.b.) 141 BROADWAY, NY",otb,4.7
41718520,"east 12th oste 197 1 AVENUE, NY",SEARCH FAILURE,
41718530,"hunts point juice bar & deli 620 MANIDA STREET, NY",hunts point juice bar & deli,4.4
41718673,"bareburger 145149 COURT ST, NY",bareburger,4.3
41718679,"la nuit 1134 1 AVENUE, NY","la nuit restaurant, tapas bar & lounge",2.8
41718710,"bcd tofu house 5 WEST   32 STREET, NY",bcd tofu house,4.2
41718733,"cutest cookies 30 GIFFORDS LANE, NY",cutest cookies,5
41718741,"colina bar 2263 2 AVENUE, NY",colina bar corp.,4
41718746,"feast 102 3 AVENUE, NY",feast,4.5
41718841,"lcz restaurant 4610 8 AVENUE, NY",SEARCH FAILURE,
41718904,"fresh express 4233 BROADWAY, NY",fresh express,2.5
41718923,"il corallo 176 PRINCE STREET, NY",ii corallo trattoria,4.3
41719056,"china moon 7 EAST 47 STREET, NY",china moon,2.7
41719061,"champion pizza 17 CLEVELAND PLACE, NY",champion pizza,4.8
41719106,"greenwich project 47 WEST    8 STREET, NY",greenwich project,4.1
41719126,"dunkin' donuts 839 PROSPECT AVENUE, NY",dunkin' donuts,4.5
41719129,"corso coffee 235 WEST   46 STREET, NY",corso coffee,3.8
41719136,"subway 196 UNION AVENUE, NY",subway®restaurants,3.9
41719137,"lenny's 405 LEXINGTON AVENUE, NY",lenwich,3.5
41719153,"sunset  coffee shop and restaurant 5416 2 AVENUE, NY",sunset coffee shop,4
41719158,"sushi age 9525 QUEENS BOULEVARD, NY",sushi age,4.1
41719174,"cafe pashtriku 741 ASTOR AVENUE, NY",SEARCH FAILURE,
41719175,"bonjour crepes & wine 1585 2 AVENUE, NY",bonjour crepes & wine,4.3
41719209,"salud es riqueza / herbalife 4108 JUDGE STREET, NY",SEARCH FAILURE,
41719234,"new kam lai restaurant 890 AMSTERDAM AVENUE, NY",new kam lai,3.7
41719236,"junior's fresh kitchen 52 MERCER STREET, NY",SEARCH FAILURE,
41719295,"nyc bagels & coffee house 2908 23 AVENUE, NY",best bagel & coffee,4.6
41719348,"golf manhattan 108 WEST   39 STREET, NY",golf manhattan,5
41719350,"q train deli 1825 CHURCH AVENUE, NY",q-train deli,4
41719377,"quality food chinese kitchen 3573 EAST TREMONT AVENUE, NY",quality chef chinese restaurant,3.5
41719380,"jacks coffee 425 WEST   13 STREET, NY",jack's stir brew coffee,4
41719497,"mcdonald's 1642 PITKIN AVENUE, NY",mcdonald's,3.3
41719499,"toasties 6 EAST   48 STREET, NY",toasties,4.2
41719505,"el paso del vaquero taqueria & bar 374 EAST  204 STREET, NY",SEARCH FAILURE,
41719517,"torst 615 MANHATTAN AVENUE, NY",tørst,4.6
41719609,"koto sushi 67 1/2 6 AVENUE, NY",koto sushi,4.3
41719645,"md kitchen 1012 EAST   15 STREET, NY",md kitchen,4.5
41719663,"uncles boons 7 SPRING STREET, NY",uncle boons,4.5
41719666,"koffeecake corner 775 AVENUE OF THE AMERICAS, NY",koffeecake corner,4
41719674,"el cacique bar restaurant 3294 ATLANTIC AVENUE, NY",el cacique bar corporation,4.5
41719675,"sajomita resturant 854 ROGERS AVENUE, NY",sajomita restaurant,3
41719692,"andre's pizza 2519 40 AVENUE, NY",the goodfellas pizzeria of lic,4.2
41719784,"gangnam style 4007 150 STREET, NY",SEARCH FAILURE,
41719787,"yakiniku gen 250 EAST   52 STREET, NY",yakiniku gen,4.5
41719800,"salsa y salsa 206 SEVENTH AVENUE, NY",salsa y salsa,3.7
41719811,"myrtle thai restaurant 438 MYRTLE AVENUE, NY",myrtle thai,4.2
41719830,"foo sing 3979 AMBOY ROAD, NY",foo sing chinese restaurant,3.6
41719922,"tastings 251 EAST  110 STREET, NY",SEARCH FAILURE,
41719935,"broccolino 446 DEAN STREET, NY",broccolino restaurant,4.2
41719946,"uncle louie gs italian ices & ice cream 8702 3 AVENUE, NY",SEARCH FAILURE,
41719987,"restaurant abidjan 1136 BROADWAY, NY",broadway pizza / ronald's pizza,4.7
41719995,"tasti d-lite 523 AMSTERDAM AVENUE, NY",tasti d-lite,4.1
41720016,"parceros bakery 6354 WOODHAVEN BOULEVARD, NY",parceros bakery,4.5
41720025,"729 bar & grill 20103 MURDOCK AVENUE, NY",SEARCH FAILURE,
41720027,"crown fried chicken 1181 SUTTER AVENUE, NY",crown fried chicken & pizza,3.7
41720066,"maggie reilly's 340 9 AVENUE, NY",maggie reilly's,4.5
41720069,"d'angelo's pizza 11807 QUEENS BOULEVARD, NY",d'angelo's pizza & pasta,4.2
41720075,"beacon bar 2130 BROADWAY, NY",SEARCH FAILURE,
41720078,"taqueria kermes 6636 FRESH POND ROAD, NY",taqueria kermes,4.3
41720083,"city gourmet 238 EAST   14 STREET, NY",city gourmet deli cafe,3.7
41720230,"miller's near & far 65 RIVINGTON STREET, NY",miller's near & far,4.5
41720232,"vanilla sky 7035 AUSTIN STREET, NY",vanilla sky,4.2
41720257,"crown fried chicken 1572 EAST  174 STREET, NY",SEARCH FAILURE,
41720266,"gelato ti amo 12 JOHN STREET, NY",gelato ti amo,4.2
41720316,"east meets west chinese restaurant 16130 CROSS BAY BOULEVARD, NY",east meets west,3.8
41720397,"le soleil restaurant 858 10 AVENUE, NY",le soleil,4
41720461,"la negra restaurant 10203 JAMAICA AVENUE, NY",la cocina de alex & bar,2.5
41720477,"aroy dee thai kitchen 20 JOHN STREET, NY",aroy dee,3.8
41720504,"new great wall chinese restaurant 1419 GRAVESEND NECK ROAD, NY",new great wall chinese restaurant,3.6
41720552,"dunkin' donuts, baskin robbins, popeyes louisiana kitchen 1375 ROCKWAY PARKWAY, NY",SEARCH FAILURE,
41720680,"the hummus & pita co. 79 CHAMBERS STREET, NY",the hummus & pita co,4
41720706,"lexington restaurant 1863 LEXINGTON AVENUE, NY",lexington restaurant,4.7
41720707,"el gran canario ii restaurant 11117 JAMAICA AVENUE, NY",el gran canario ii,3.8
41720816,"mixx cantina 4403 KISSENA BOULEVARD, NY",mixx,4.3
41720838,"roti mediterranean grill 100 MAIDEN LANE, NY",roti modern mediterranean,4.2
41720892,"nerai 55 EAST   54 STREET, NY",nerai,4.5
41721056,"new star 2212 AVENUE X, NY",new star,3.9
41721069,"masaki teriyaki & sushi 11 PUTNAM AVENUE, NY",masaki teriyaki and sushi,3.9
41721164,"sofia's pizza 11215 LINDEN BOULEVARD, NY",sofia's pizza,4.3
41721168,"primavera cafe 387 EAST FORDHAM ROAD, NY",primavera cafe,3.3
41721188,"the hills lounge 4703 CHURCH AVENUE, NY",the hills lounge,4.1
41721213,"gate 2 picnic area 1 EAST  161 STREET, NY",picnic,5
41721216,"cafe 101 101 BARCLAY STREET, NY",SEARCH FAILURE,
41721226,"irving farm coffee roasters 9 GRAND CENTRAL TERMINAL, NY",irving farm coffee roasters,3.6
41721252,"sant ambroeus 265 LAFAYETTE STREET, NY",sant ambroeus soho,4.5
41721259,"go go curry chelsea 144 WEST   19 STREET, NY",go go curry (chelsea stadium),4.4
41721324,"starbucks 822 LEXINGTON AVENUE, NY",starbucks,3.8
41721343,"coffee shop diner 442 EAST   14 STREET, NY",lower east side coffee shop,4
41721364,"subway 228 WEST HOUSTON STREET, NY",subway®restaurants,2.9
41721390,"tuttles 735 2 AVENUE, NY",tuttles bar & grill,4.1
41721393,"dunkin' donuts 1014 FLATBUSH AVENUE, NY",dunkin' donuts,2.9
41721396,"divine bar & grill 896 BROADWAY, NY",divine bar,4.3
41721414,"sushi bento 2655 RICHMOND AVENUE, NY",sushi bento,5
41721432,"el diablito taqueria 60 EAST    3 STREET, NY",el diablito taqueria,4.3
41721444,"ready to eat 525 HUDSON STREET, NY",ready to eat,3.6
41721459,"foo lee restaurant 2892 FULTON STREET, NY",lee chinese restaurant,3.1
41721535,"ortobello restaurant 6401 BAY PARKWAY, NY",ortobello's,4.5
41721550,"the saint catherine 660 WASHINGTON AVENUE, NY",the saint catherine,4.2
41721590,"cheetahs gentlemens club & restaurant 252 WEST   43 STREET, NY",cheetahs gentleman's club,3.5
41721605,"frankies dogs on the go 23 VANDERBILT AVENUE, NY",frankie's dogs on the go,4.2
41721670,"mulberry & vine 73 WARREN STREET, NY",mulberry & vine,4.4
41721673,"heights tavern 3910 BROADWAY, NY",heights tavern,3.7
41721691,"168 hi tea 16711 UNION TURNPIKE, NY",hi tea,4.5
41721692,"kenndy fried chicken 1820 ARCHER STREET, NY",kennedy fried chicken,4
41721701,"brooklyn beet company 7205 3 AVENUE, NY",brooklyn beet company,4.7
41721716,"prime one 16 2257 FIRST AVENUE, NY",prime one 16,4.2
41721722,"kopi kopi 68 WEST    3 STREET, NY",kopi kopi,4.3
41721733,"132 lounge 132 MONTAGUE STREET, NY",132 lounge,4.5
41721734,"skillman's  famous pizza & coffee shop 4606 SKILLMAN AVENUE, NY",skillman's famous pizza shop,4.2
41721738,"davey's ice cream 137 1 AVENUE, NY",davey's ice cream,4.5
41721739,"kennedy fried chicken 20529 HOLLIS AVENUE, NY",kennedy fried chicken,3.8
41721748,"ny chevillo-tte 7814 ROOSEVELT AVENUE, NY",nychevillo-tte,3.2
41721760,"alex luncheonette 685 KNICKERBOCKER AVENUE, NY",alex luncheonette,4.7
41721782,"williamsburg cinemas 217 GRAND STREET, NY",williamsburg cinemas,4
41721832,"pastelitos elvys 255 WILSON AVENUE, NY",pastelitos elvys,4.5
41721872,"off the hook raw bar & grill 2808 34 STREET, NY",off the hook raw bar & grill,4.3
41721903,"armonie 1649 PARK AVENUE, NY",armonie bistro,4.5
41721917,"la gitana 3 panaderia y restaurante 9207 JAMAICA AVENUE, NY",la gitana #3 bakery & restaurant,4.8
41721961,"dichter pharmacy 4953 B'WAY, NY",dichter pharmacy,4.6
41721974,"koda restaurant & lounge 985 FLUSHING AVENUE, NY",koda restaurant & lounge,4.3
41721977,"shiny tea 13619 38 AVENUE, NY",shiny tea • nyc • 嚮茶紐約,4.3
41722020,"2 bros pizza 207 EAST FORDHAM ROAD, NY",2 bros pizza,5
41722053,"chop't 11 WEST   42 STREET, NY",chopt,4.2
41722059,"delta sky club 4 JKF INTL AIRPORT, NY",delta sky club (terminal 4),4
41722071,"blue mountain grill 3257 WHITE PLAINS ROAD, NY",blue grill,4.5
41722121,"east buffet & restaurant 4207 MAIN STREET, NY",east buffet,4.1
41722145,"heaven sports bar 2826 STEINWAY STREET, NY",heavens gentlemens club,3.8
41722182,"blank cafe 25 BROADWAY, NY",blank cafe,4.7
41722331,"convene at 32 old slip 32 OLD SLIP, NY",convene conference center,4.9
41722420,"ravel rooftop 808 QUEENS PLAZA SOUTH, NY",ravel hotel,3.8
41722442,"sidetracks restaurant 4508 QUEENS BOULEVARD, NY",sidetracks,3.7
41722445,"midnights 149 NORTH    6 STREET, NY",midnights restaurant,4.5
41722462,"mk karaoke 11 WEST   32 STREET, NY",karaoke bar nyc | mk karaoke,3.9
41722468,"lite bites cafe and grill 3191 STEINWAY STREET, NY",lite bites,3.5
41722472,"homecoming 107 FRANKLIN STREET, NY",homecoming,4.7
41722492,"chipotle mexican grill 4009 BROADWAY, NY",chipotle mexican grill,3.6
41722495,"jerusalem pita hot 2513 30 AVENUE, NY",jerusalem pita,4.8
41722504,"tri-color restaurant and pizzeria 191 GRAHAM AVENUE, NY",SEARCH FAILURE,
41722525,"hell's chicken 641 10 AVENUE, NY",hell's chicken,4.3
41722563,"place to beach cantina 1301 BOARDWALK WEST, NY",place to beach,4.1
41722624,"a.r.e.b.a.-casriel 500 WEST   57 STREET, NY",SEARCH FAILURE,
41722632,"cafe habana/cafe habana to go 17 PRINCE STREET, NY",café habana,4.3
41722677,"glady's 788 FRANKLIN AVENUE, NY",glady's,4.5
41722695,"uncle louie gs italian ices & ice cream 7507 AMBOY ROAD, NY",SEARCH FAILURE,
41722719,"dos toros taqueria 189 BEDFORD AVENUE, NY",dos toros taqueria,4.1
41722721,"comodo 58 MACDOUGAL STREET, NY",comodo,4.4
41722730,"agra heights 226 WILSON AVENUE, NY",agra heights,4.8
41722734,"hunan west 6165 STRICKLAND AVENUE, NY",hunan west,3.8
41722751,"sakura 7 6554 GRAND AVENUE, NY",sakura 7,4.3
41722785,"profit chinese restaurant 538 2 AVENUE, NY",profit,3.6
41722812,"dig inn 350 HUDSON STREET, NY",dig inn,4.1
41722813,"ponche taqueria 420 WEST   49 STREET, NY",ponche taqueria,4.5
41722842,"eastwick 112 GRAHAM AVENUE, NY",east wick,4.4
41722851,"desnuda cevicheria 221 SOUTH    1 STREET, NY",desnuda,4.5
41722899,"mi candilejas restaurant 1509 MERMAID AVENUE, NY",mi candileja restaurant,3.4
41722933,"no. 1 chinese restaurant 1011 BEDFORD AVENUE, NY",new no. 1,3.7
41722945,"kumo sushi 165 WEST 72 STREET, NY",kumo sushi,3.4
41722947,"tanko japanese fusion 3805 BELL BOULEVARD, NY",tanko fusion,3.7
50000005,"la rubia restaurant 3517 BROADWAY, NY",la rubia restaurant,3.8
50000006,"la flor el paraiso 520 3RD AVE, NY",la flor del paraiso,3.3
50000011,"birch 750 COLUMBUS AVE, NY",birch coffee,4.1
50000013,"the musket room 265 ELIZABETH ST, NY",the musket room,4.6
50000017,"happy dragon 3388 JEROME  AVE, NY",3388 happy dragon corporation,4.4
50000020,"il pomodoro 896 HUGUENOT AVE, NY",il pomodoro pizza pasta,2.6
50000024,"falansai 112 HARRISON PLACE, NY",falansai,4.6
50000029,"cypress pizzeria & restaurant 3326 FULTON ST, NY",cypress pizzeria & italian restaurant,3.7
50000030,"village maria 3995 AMBOY ROAD, NY",village maria pizzeria,3.6
50000034,"siri thai 641 10 AVENUE, NY",siri thai nyc,4.2
50000035,"taqueria los reyes 1380 WHITE PLAINS ROAD, NY",taqueria los reyes restaurant,4.1
50000036,"belle reve 305 CHURCH ST, NY",belle reve,4.5
50000038,"barawine 27 W 120TH ST, NY",barawine harlem,4.2
50000039,"intelligentsia coffee 180 10 AVENUE, NY",intelligentsia coffee - highline hotel,4.7
50000040,"d & y restaurant 5616 7TH AVE, NY",cafe grumpy - park slope,4.4
50000045,"burger joint 33 W. 8TH ST, NY",burger joint,3.8
50000053,"la gata golosa bakery cafe 3018 BROADWAY, NY",la gata golosa,4
50000055,"bankok cuisine 10718 70TH ROAD, NY",bangkok cuisine,4.2
50000057,"the cuckoo's nest 772 RICHMOND TERRACE, NY",the cuckoo's nest,4.2
50000058,"nahm thai kitchen 194 5 AVE, NY",nahm thai kitchen,4.3
50000059,"boardwalk pizzeria restaurant 6820 ROCKAWAY BEACH BOULEVARD, NY",boardwalk pizzeria,4.2
50000061,"xi'an famous foods 24 W. 45TH ST, NY",xi'an famous foods,4.3
50000062,"brick oven bread berikoni 125 BRIGHTON BEACH AVENUE, NY",berikoni,4.8
50000063,"comma cafe 16227 DEPOT RD, NY",comma cafe,4.2
50000064,"paname 1068 2ND AVE, NY",paname c'est paris,4.9
50000066,"miyabi ii asian fusion 1348 FOREST AVE, NY",miyabi ii asian fusion,4.8
50000067,"olympic pier cafe 711 12TH AVE, NY",piers 92/94,4.1
50000068,"lady m bryant park 36 W 40TH ST, NY",lady m cake boutique,3.8
50000071,"nevada diner 8026 QUEENS BLVD, NY",nevada diner,3.9
50000074,"31st avenue gyro. 4402 31 AVENUE, NY",31st avenue gyro,4.4
50000077,"brooklyn fare kitchen 200 SCHERMERHORN STREET, NY",brooklyn fare,4.2
50000083,"kennedy fried chicken 2310 GRAND CONCOURSE, NY",kennedy fried chicken,2.4
50000088,"maharlika 111 FIRST AVE, NY",maharlika,4.3
50000095,"new jing hui restaurant 255 W. 148TH ST, NY",jing hui,3.9
50000096,"the ooh lala  lounge 391 HOWARD AVE, NY",ooh la la lounge and bar,4.3
50000097,"finger licking jerk 1785B NEREID AVE, NY",finger licking jerk,4.1
50000098,"metro pizza 1218 FOREST AVE, NY",metro pizzeria & restaurant,3.9
50000100,"nse fifty six 109 EAST  56TH STREET, NY",SEARCH FAILURE,
50000102,"sanbra door restaurant 861 EAST TREMONT AVE, NY",sanbra door restaurant,3
50000104,"potbelly sandwich works 333 7TH AVE, NY",potbelly sandwich shop,4.2
50000105,"darina cafe 315 SAND LANE, NY",darina cafe,4.2
50000107,"saikai 24 GREENWICH AVE, NY",saikai dining bar,4.3
50000108,"los tacos # 1 75 9th AVE, NY",los tacos no.1,4.7
50000113,"tu cachapa 4195 BROADWAY, NY",tu cachapa,4.4
50000116,"hill and dale 115 ALLEN STREET, NY",hill & dale,4.1
50000120,"korchma taras bulba 357 WEST BROADWAY, NY",korchma taras bulba,4.5
50000121,"crown fried chicken 822 MYRTLE AVE, NY",crown fried chicken,5
50000123,"s & s hot spot roti shop & restaurant 10817 LIBERTY AVE, NY",SEARCH FAILURE,
50000124,"pret a manger 350 PARK AVE, NY",pret a manger,2.8
50000125,"woodhaven manor caters and banquet 9601 JAMAICA AVE, NY",woodhaven manor caterers and banquet,3.5
50000130,"fu xiang ju 13680 41ST AVE, NY",fu xiang ju restaurant,4
50000133,"cross culture kitchen 62 EAST 116TH ST, NY",cross culture kitchen,1.5
50000134,"dynaco 1112 BEDFORD AVENUE, NY",dynaco,4.6
50000135,"splendid china 2038 AMSTERDAM AVENUE, NY",splendid china,4.4
50000137,"frozen planet 6340 AVENUE N, NY",frozen planet yogurt,4.8
50000138,"food gallery 32 11 W 32ND ST, NY",food gallery 32,4.3
50000141,"bay bagels 6302 BAY PARKWAY, NY",bay bagels,4.4
50000148,"happy life fast food 985 NOSTRAND AVE, NY",SEARCH FAILURE,
50000150,"taszo coffee 5 EDWARD M MORGAN PLACE, NY",taszo espresso bar,4.3
50000152,"macchiato espresso bar 565 FIFTH AVENUE, NY",macchiato espresso bar,4.4
50000153,"the best of new york food 150 WATER ST, NY",the best of new york food,3.8
50000154,"quetzalito restaurant 964 MCDONALD AVE, NY",quetzal,3.3
50000157,"the lively 675 HUDSON ST, NY",SEARCH FAILURE,
50000161,"charlie bird 5 KING STREET, NY",charlie bird,4.3
50000165,"amc theatres 66 3RD AVE, NY",amc village 7,4.3
50000167,"amc theatres 1538 3RD AVE, NY",amc loews orpheum 7,3.8
50000169,"amc theatres 1538 3RD AVE, NY",amc loews orpheum 7,3.8
50000171,"crown palace 1267 FOREST AVE, NY",crown palace chinese,3.5
50000172,"crazy willys bar 11710 JAMAICA AVE, NY",crazy willy's,4.2
50000182,"au jus 1762 1ST AVE, NY",au jus,4.5
50000187,"grandma pizza 2551 AMSTERDAM AVENUE, NY",grandma's pizza,3.6
50000188,"home garden 1806 CROTONA AVE, NY",home garden,3.6
50000192,"le pain quotidien 239 5 AVENUE, NY",le pain quotidien park slope,3.6
50000193,"le pain quotidien 1399 MADISON AVE, NY",le pain quotidien,4.2
50000195,"dave's hoagies 26 CEDAR STREET, NY",dave's hoagies,4.8
50000197,"maiden lane 162 AVE B, NY",maiden lane,4.5
50000198,"szechuan garden 239 W 105TH ST, NY",szechuan garden,4
50000199,"new no. 1 restaurant 1552 FULTON ST, NY",el gran mar de plata restaurant & bar,3.8
50000200,"grand fortune cuisine 202 AVE U, NY",grand fortune,4.4
50000202,"chung chun kitchen 338 MYRTLE AVE, NY",chung chun kitchen,3.9
50000203,"vinicio's restaurant 4021 108TH ST, NY",vinicio's,3.7
50000204,"dani's 7331 AMBOY RD, NY",dani's italian bistro,4
50000205,"mia halal food 10507 CROSSBAY BOULEVARD, NY",mia halal food,3.6
50000207,"quality italian steakhouse 57 WEST 57 STREET, NY",quality italian,4.4
50000210,"la piccola cucina 964 AMSTERDAM AVE, NY",la piccola cucina,4.5
50000214,"dolly's italian ices 5805 AVENUE T, NY",dolly's ices,4.5
50000216,"yogurt city 3449 JUNCTION BLVD, NY",SEARCH FAILURE,
50000222,"papa john's 8953 FRANCIS LEWIS BLVD, NY",papa john's pizza,2.5
50000223,"el manaba restaurant 341 SAINT NICHOLAS AVE, NY",el manaba,3.5
50000224,"xing sheng 115 FEATHERBED LANE, NY",xing sheng restaurant inc,4.1
50000226,"green garden health foods 3543 WHITE PLAINS RD, NY",green garden health food,4.7
50000228,"enzo's restaurant 1998 WILLIAMSBRIDGE ROAD, NY",enzo's,4.4
50000229,"morgan's bbq 267 FLATBUSH AVENUE, NY",morgan’s barbecue,4.2
50000233,"palm court 768 FIFTH AVE, NY",the palm court,3.7
50000240,"spring hill hotel 25 W 37TH ST, NY",springhill suites by marriott new york midtown manhattan/fifth avenue,4.3
50000241,"empire chinese restaurant 17817 UNION TPKE, NY",empire,4.5
50000243,"tres carnes 688 6 AVE, NY",tres carnes,4.2
50000244,"the taco truck NKA @ WEST 15TH STREET, NY",SEARCH FAILURE,
