,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus,3-day temp,3-day humidity,crit_vs_sec_last_insp,prior_2p_crit_insps,rating,rating_null,rating_null_zip,food_poisoning_complaints,food_establishment_complaints,electric_complaints,safety_complaints,rodent_complaints,dirty_conditions_complaints,general_complaints,missed_collection_complaints,police_matter_complaints,liq_license,side_license,target,prediction,true_positive,true_negative,false_positive,false_negative,latitude,longitude
41450890,3.0,1.0,2014-03-21,2016-03-15,2015-03-06,10011,MANHATTAN,Sandwiches,244246 WEST 14 STREET,3,1,1,2.0,0.0,2,1.0,0.0,375,725,0,51.0,61.33333333,1,0,3.5,0,0,14,53,18,8,138.0,28.0,119.0,47.0,6,True,False,0,1,False,False,True,False,40.7397433,-74.00252940000001
41451247,4.0,7.0,2014-02-08,2017-01-11,2015-11-16,10036,MANHATTAN,Irish,120 WEST   44 STREET,5,1,1,3.0,6.0,4,0.75,1.5,422,1068,0,33.33333333,63.0,2,1,4.3,0,0,25,37,3,0,4.0,23.0,3.0,1.0,19,True,False,0,1,False,False,True,False,40.7563739,-73.98433179999998
41451271,14.0,11.0,2013-12-18,2016-12-05,2016-10-26,11212,BROOKLYN,Seafood,1670 PITKIN AVENUE,7,3,1,11.0,10.0,6,1.83333333333,1.66666666667,40,1083,1,46.0,58.33333333,3,2,4.5,0,0,4,13,15,4,27.0,10.0,14.0,8.0,0,False,False,1,1,True,False,False,False,40.6694524,-73.911518
41451984,17.0,9.0,2013-09-17,2016-09-06,2016-01-29,10466,BRONX,Caribbean,3907 DYRE AVENUE,11,1,1,16.0,8.0,10,1.6,0.8,221,1085,0,75.66666667,54.66666667,1,4,4.5,0,0,1,1,51,5,28.0,36.0,39.0,9.0,5,False,False,0,0,False,True,False,False,40.88947320000001,-73.8314316
41451985,15.0,9.0,2014-05-15,2017-04-05,2017-03-02,11218,BROOKLYN,Sandwiches,3011 FORT HAMILTON PARKWAY,8,1,1,14.0,8.0,7,2.0,1.14285714286,34,1056,0,53.0,68.33333333,3,4,4.6,0,0,1,3,4,0,8.0,21.0,0.0,9.0,5,True,False,0,1,False,False,True,False,40.6486012,-73.9788639531
41452375,14.0,7.0,2014-02-26,2017-01-18,2016-08-09,10014,MANHATTAN,Mexican,113 7 AVENUE SOUTH,7,2,2,12.0,5.0,6,2.0,0.833333333333,162,1057,1,38.0,76.33333333,1,4,4.3,0,0,0,0,6,9,7.0,17.0,17.0,21.0,6,True,False,1,1,True,False,False,False,40.600882727300004,-73.9815785455
41452898,8.0,9.0,2013-08-20,2016-08-12,2015-07-31,10017,MANHATTAN,American,730 3 AVENUE,6,1,2,7.0,7.0,5,1.4,1.4,378,1088,0,82.33333333,74.33333333,1,1,4.0,0,0,4,7,2,1,10.0,15.0,2.0,8.0,2,False,False,0,0,False,True,False,False,40.589193020100005,-73.9621063221
41453377,12.0,9.0,2013-03-04,2016-02-24,2015-09-09,11378,QUEENS,Pizza/Italian,5729 61 STREET,7,2,2,10.0,7.0,6,1.66666666667,1.16666666667,168,1087,1,44.66666667,71.0,1,2,4.7,0,0,2,2,1,0,7.0,12.0,1.0,25.0,2,True,False,1,0,False,False,False,True,40.722175,-73.9043338
41453420,16.0,10.0,2014-06-18,2017-01-28,2017-01-05,11105,QUEENS,American,4501 DITMARS BOULEVARD,9,3,1,13.0,9.0,8,1.625,1.125,23,955,1,43.66666667,50.0,2,5,4.0,0,0,0,0,1,0,12.0,5.0,3.0,8.0,1,False,False,1,1,True,False,False,False,40.7824664,-73.91967209999999
41453657,2.0,5.0,2013-04-26,2016-04-07,2015-04-09,10007,MANHATTAN,Sandwiches,250 BROADWAY,4,1,2,1.0,3.0,3,0.333333333333,1.0,364,1077,0,43.0,58.33333333,0,0,3.2,0,0,19,34,5,0,12.0,15.0,40.0,14.0,7,True,False,0,0,False,True,False,False,40.71296305,-74.0078528096
41453860,13.0,5.0,2013-09-04,2016-05-24,2015-06-11,10011,MANHATTAN,Thai,236 8 AVENUE,8,2,1,11.0,4.0,7,1.57142857143,0.5714285714289999,348,993,1,64.66666667,65.33333333,1,4,4.1,0,0,2,6,7,6,2.0,23.0,4.0,8.0,3,False,False,1,0,False,False,False,True,40.5879690829,-73.9732267624
41453954,10.0,12.0,2013-11-13,2016-08-31,2015-08-12,10011,MANHATTAN,Tex-Mex,149 8 AVENUE,9,1,2,9.0,10.0,8,1.125,1.25,385,1022,0,81.0,59.0,0,4,3.7,0,0,2,6,6,6,1.0,23.0,4.0,8.0,2,False,False,0,0,False,True,False,False,40.5879344751,-73.9735521713
41454101,11.0,14.0,2014-02-21,2016-07-12,2016-01-25,10019,MANHATTAN,American,881 10 AVENUE,8,1,2,10.0,12.0,7,1.42857142857,1.71428571429,169,872,0,73.66666667,66.33333333,1,2,3.8,0,0,1,7,7,0,6.0,16.0,3.0,8.0,2,False,False,0,0,False,True,False,False,40.5894209909,-73.96155440000003
41454213,36.0,17.0,2013-12-19,2016-08-24,2016-08-04,11374,QUEENS,Chinese,9709 QUEENS BOULEVARD,12,4,1,32.0,16.0,11,2.909090909090001,1.45454545455,20,979,1,77.0,51.33333333,2,9,3.8,0,0,0,5,1,1,4.0,9.0,7.0,1.0,0,False,False,1,1,True,False,False,False,40.711536,-73.8240838
41454233,2.0,5.0,2015-02-09,2017-04-04,2016-02-25,11213,BROOKLYN,Caribbean,1456 ST JOHN'S PLACE,3,1,3,1.0,2.0,2,0.5,1.0,404,785,0,52.0,59.66666667,0,0,4.027397260273974,1,0,5,25,113,11,45.0,34.0,85.0,6.0,1,True,False,0,0,False,True,False,False,40.6703098,-73.9301023682
41454445,23.0,9.0,2013-02-06,2016-02-05,2015-06-25,11249,BROOKLYN,Japanese,66 SOUTH    2 STREET,10,1,1,22.0,8.0,9,2.44444444444,0.888888888889,225,1094,0,46.66666667,76.66666667,3,7,4.6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,1,False,False,True,False,40.700914,-73.2819329
41454767,10.0,11.0,2014-06-06,2016-10-13,2016-08-29,11201,BROOKLYN,Italian,7 OLD FULTON STREET,7,1,1,9.0,10.0,6,1.5,1.66666666667,45,860,0,64.0,79.0,3,2,3.0,0,0,1,8,3,0,8.0,6.0,2.0,3.0,2,True,True,0,1,False,False,True,False,40.7029414,-73.9938931
41454948,11.0,12.0,2014-01-23,2016-04-19,2015-06-10,11365,QUEENS,Chinese,18420 HORACE HARDING EXPRESSWAY,8,1,1,10.0,11.0,7,1.42857142857,1.57142857143,314,817,0,63.0,38.66666667,1,3,2.5,0,0,0,0,0,0,0.0,2.0,0.0,5.0,0,False,False,0,0,False,True,False,False,40.7436594,-73.8353112
41455068,10.0,5.0,2014-02-03,2016-08-29,2016-08-11,10001,MANHATTAN,Pizza/Italian,513 WEST   27 STREET,6,2,1,8.0,4.0,5,1.6,0.8,18,938,1,82.0,54.33333333,3,2,4.2,0,0,1,11,6,2,16.0,41.0,3.0,19.0,5,True,False,1,1,True,False,False,False,40.7507508,-74.003022
41455231,3.0,4.0,2014-11-28,2016-12-13,2015-11-23,11432,QUEENS,Sandwiches,16814 JAMAICA AVENUE,3,1,1,2.0,3.0,2,1.0,1.5,386,746,0,38.0,64.33333333,1,0,3.0,0,0,0,0,0,0,1.0,4.0,0.0,3.0,0,False,False,0,0,False,True,False,False,40.723242,-73.7280407
41455503,9.0,10.0,2014-01-10,2016-12-06,2015-11-06,10012,MANHATTAN,Café/Coffee/Tea,575 BROADWAY,7,1,1,8.0,9.0,6,1.33333333333,1.5,396,1061,0,45.33333333,63.33333333,1,2,4.202011494252871,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,0,False,True,False,False,42.6514428,-73.7493020478
41455844,2.0,2.0,2015-02-25,2017-04-06,2016-02-23,11358,QUEENS,Café/Coffee/Tea,4235 162 STREET,3,1,1,1.0,1.0,2,0.5,0.5,408,771,0,51.0,76.0,1,0,4.7,0,0,2,2,10,4,8.0,9.0,3.0,13.0,4,True,False,0,0,False,True,False,False,40.75915139999999,-73.803873
41455936,15.0,6.0,2013-06-26,2016-04-14,2015-03-19,10023,MANHATTAN,Italian,279 AMSTERDAM AVENUE,8,1,1,14.0,5.0,7,2.0,0.714285714286,392,1023,0,51.33333333,48.33333333,1,4,4.5,0,0,17,50,30,1,98.0,54.0,21.0,7.0,26,True,False,0,1,False,False,True,False,40.77936,-73.980961
41455950,3.0,7.0,2013-11-01,2016-10-21,2015-09-30,10451,BRONX,Donuts,350370 GRAND CONCOURSE,4,1,2,2.0,5.0,3,0.666666666667,1.66666666667,387,1085,0,70.33333333,71.0,1,0,3.9,0,0,1,1,84,22,45.0,20.0,66.0,4.0,3,True,False,0,0,False,True,False,False,40.870162,-73.8909814
41456053,23.0,26.0,2014-08-06,2017-04-04,2017-03-08,11372,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7502 ROOSEVELT AVENUE,12,1,3,22.0,23.0,11,2.0,2.09090909091,27,972,0,53.0,56.0,3,5,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,1,False,False,True,False,40.762461,-73.5150429
41456074,6.0,8.0,2014-03-03,2016-10-05,2015-09-30,10455,BRONX,Bakery,520 EAST  149 STREET,5,1,2,5.0,6.0,4,1.25,1.5,371,947,0,65.66666667,69.66666667,1,1,4.8,0,0,0,7,20,2,29.0,16.0,18.0,2.0,1,False,False,0,0,False,True,False,False,40.81453,-73.9144642
41456225,8.0,4.0,2014-08-15,2016-09-09,2015-08-24,10017,MANHATTAN,Pizza,122 EAST   41 STREET,6,1,1,7.0,3.0,5,1.4,0.6,382,756,0,80.33333333,70.0,1,2,4.3,0,0,20,53,0,1,17.0,8.0,1.0,8.0,9,True,False,0,0,False,True,False,False,40.7509256,-73.976876
41456541,7.0,5.0,2013-11-14,2016-05-03,2015-05-05,11364,QUEENS,Jewish/Kosher,21501 73 AVENUE,5,1,1,6.0,4.0,4,1.5,1.0,364,901,0,52.0,82.0,1,1,3.9,0,0,4,5,0,2,0.0,6.0,0.0,2.0,0,True,False,0,0,False,True,False,False,40.7403586,-73.7588828
41456654,16.0,12.0,2014-06-05,2016-10-27,2015-09-29,11211,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",499 GRAND STREET,8,1,1,15.0,11.0,7,2.14285714286,1.57142857143,394,875,0,47.0,58.0,1,5,4.2,0,0,4,5,27,5,47.0,12.0,35.0,48.0,23,True,True,0,1,False,False,True,False,40.7110555,-73.9513194
41456844,6.0,8.0,2013-09-06,2016-05-17,2015-05-01,11217,BROOKLYN,Other,30 LAFAYETTE AVENUE,5,1,2,5.0,6.0,4,1.25,1.5,382,984,0,56.66666667,54.0,1,1,4.7,0,0,3,22,11,2,67.0,37.0,7.0,17.0,3,True,False,0,0,False,True,False,False,40.68639675,-73.9778441461
41456998,3.0,5.0,2014-02-21,2016-03-18,2015-02-13,10038,MANHATTAN,American,175 WATER STREET,3,1,1,2.0,4.0,2,1.0,2.0,399,756,0,53.33333333,64.0,1,0,4.00625,1,0,15,21,2,8,29.0,12.0,5.0,12.0,9,True,False,0,0,False,True,False,False,40.70657960000001,-74.00503470000002
41457197,21.0,18.0,2014-02-20,2017-01-18,2016-12-06,10036,MANHATTAN,Japanese,615 9 AVENUE,13,2,1,19.0,17.0,12,1.58333333333,1.41666666667,43,1063,1,39.0,73.33333333,2,5,4.4,0,0,3,0,2,1,10.0,24.0,2.0,11.0,0,False,False,1,1,True,False,False,False,40.5891781818,-73.96375272729999
41457630,13.0,7.0,2014-02-11,2016-12-12,2016-11-28,10016,MANHATTAN,Korean,319 5 AVENUE,9,2,1,11.0,6.0,8,1.375,0.75,14,1035,1,34.66666667,66.66666667,1,3,3.7,0,0,2,6,7,6,2.0,25.0,4.0,8.0,4,False,False,1,0,False,False,False,True,40.5880020994,-73.9729163149
41457638,17.0,10.0,2014-10-22,2017-01-23,2016-12-29,10002,MANHATTAN,Chinese,25 B HENRY STREET,10,1,1,16.0,9.0,9,1.77777777778,1.0,25,824,0,44.5,87.33333333,2,6,4.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,1,False,False,True,False,40.9961164,-72.29191855
41458617,4.0,2.0,2014-07-29,2016-09-13,2015-07-07,11377,QUEENS,Filipino,6502 ROOSEVELT AVENUE,3,1,1,3.0,1.0,2,1.5,0.5,434,777,0,74.33333333,56.33333333,1,1,4.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,0,False,True,False,False,40.762461,-73.5150429
41458716,11.0,5.0,2015-02-09,2017-02-23,2016-09-19,11416,QUEENS,American,9805 101 AVENUE,6,1,1,10.0,4.0,5,2.0,0.8,157,745,0,43.66666667,79.33333333,2,4,4.4,0,0,0,0,2,1,13.0,39.0,5.0,8.0,6,False,False,0,1,False,False,True,False,40.6852549,-73.843227
41459513,6.0,6.0,2014-08-01,2016-08-22,2016-08-10,10018,MANHATTAN,American,502 9 AVENUE,4,1,2,5.0,4.0,3,1.66666666667,1.33333333333,12,752,0,76.33333333,71.0,3,1,4.2,0,0,3,3,8,5,15.0,39.0,5.0,17.0,3,False,False,0,1,False,False,True,False,40.5886110769,-73.9674229231
41459557,16.0,7.0,2013-12-18,2016-11-23,2016-06-27,11201,BROOKLYN,Indian,151 REMSEN STREET,8,2,2,14.0,5.0,7,2.0,0.714285714286,149,1071,1,42.0,51.66666667,1,4,3.8,0,0,9,15,9,0,21.0,26.0,11.0,18.0,3,True,False,1,1,True,False,False,False,40.69369065,-73.9921804
41459621,20.0,9.0,2013-12-10,2016-11-10,2016-10-03,11225,BROOKLYN,Pizza,548550 FLATBUSH AVENUE,11,2,1,18.0,8.0,10,1.8,0.8,38,1066,1,54.66666667,59.66666667,1,5,4.4,0,0,2,5,0,0,5.0,17.0,0.0,5.0,2,True,False,1,1,True,False,False,False,40.610391,-73.9233547
41459947,5.0,4.0,2013-12-06,2016-07-20,2015-12-30,10454,BRONX,American,114 BRUCKNER BOULEVARD,5,1,1,4.0,3.0,4,1.0,0.75,203,957,0,82.66666667,52.33333333,1,1,3.8,0,0,0,0,11,4,41.0,10.0,5.0,1.0,1,False,False,0,1,False,False,True,False,40.804564,-73.922299
41459972,5.0,6.0,2014-02-20,2016-11-03,2015-11-07,11361,QUEENS,American,20801 NORTHERN BOULEVARD,5,2,2,3.0,4.0,4,0.75,1.0,362,987,1,61.33333333,63.66666667,0,2,4.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,1,0,False,False,False,True,42.74586370000001,-73.7254921
41460032,12.0,8.0,2013-08-08,2016-05-19,2015-04-15,10009,MANHATTAN,Mediterranean,208 1 AVENUE,8,1,2,11.0,6.0,7,1.57142857143,0.8571428571430001,400,1015,0,60.66666667,61.0,1,2,4.3,0,0,2,6,7,6,2.0,23.0,4.0,8.0,2,False,False,0,0,False,True,False,False,40.5879579448,-73.9733314917
41460035,7.0,4.0,2013-06-22,2016-05-27,2015-05-15,11203,BROOKLYN,Caribbean,609 EAST   53 STREET,5,1,1,6.0,3.0,4,1.5,0.75,378,1070,0,76.33333333,49.33333333,2,2,4.3,0,0,0,10,10,1,30.0,19.0,30.0,2.0,2,False,False,0,0,False,True,False,False,40.7548902,-73.96272579999999
41460563,20.0,14.0,2013-10-29,2016-10-28,2016-09-24,11216,BROOKLYN,Caribbean,1511 FULTON STREET,8,1,2,19.0,12.0,7,2.7142857142900003,1.71428571429,34,1095,0,46.6666666667,64.3333333333,5,4,4.3,0,0,0,11,18,2,52.0,39.0,26.0,16.0,6,True,False,0,1,False,False,True,False,40.6800975,-73.9408968266
41460700,16.0,7.0,2013-07-08,2016-02-22,2015-02-10,10018,MANHATTAN,American,202 WEST   36 STREET,8,1,1,15.0,6.0,7,2.14285714286,0.8571428571430001,377,959,0,48.33333333,47.66666667,1,4,4.4,0,0,24,50,1,0,11.0,11.0,0.0,1.0,8,True,False,0,1,False,False,True,False,40.7522785,-73.990229
41460812,9.0,8.0,2015-03-31,2017-02-24,2016-12-15,11256,BROOKLYN,American,1050 FORBELL STREET,5,2,2,7.0,6.0,4,1.75,1.5,71,696,1,49.0,86.66666667,3,2,1.8,0,0,4,14,22,22,6.0,13.0,8.0,18.0,11,False,False,1,1,True,False,False,False,40.67777,-73.8639089
41460917,9.0,10.0,2014-07-18,2017-02-27,2017-02-06,10038,MANHATTAN,Chicken,104 JOHN STREET,6,2,1,7.0,9.0,5,1.4,1.8,21,955,1,46.66666667,60.66666667,2,3,3.9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,1,1,True,False,False,False,40.7207822085,-73.5177365324
41461099,5.0,4.0,2014-06-12,2017-03-23,2016-02-06,11377,QUEENS,Thai,6415 39 AVENUE,5,1,1,4.0,3.0,4,1.0,0.75,411,1015,0,43.0,36.66666667,0,1,4.4,0,0,1,12,6,2,8.0,32.0,9.0,3.0,4,True,False,0,0,False,True,False,False,40.746499,-73.89912690000001
41461341,4.0,7.0,2013-09-10,2016-07-21,2015-10-09,10466,BRONX,Chicken,1201 EAST  233 STREET,5,1,1,3.0,6.0,4,0.75,1.5,286,1045,0,81.0,49.66666667,1,1,3.8,0,0,0,1,9,2,18.0,19.0,2.0,2.0,7,True,False,0,0,False,True,False,False,40.88951220000001,-73.8434346
41461985,14.0,9.0,2014-08-15,2017-04-11,2016-03-05,11103,QUEENS,Japanese,3411 30 AVENUE,8,4,1,10.0,8.0,7,1.42857142857,1.14285714286,402,970,1,62.66666667,43.66666667,2,4,3.9,0,0,4,21,5,6,8.0,49.0,11.0,18.0,7,True,True,1,1,True,False,False,False,40.765734,-73.91838299999998
41462348,13.0,13.0,2013-12-13,2016-11-01,2016-05-13,10013,MANHATTAN,American,189 FRANKLIN STREET,10,1,1,12.0,12.0,9,1.33333333333,1.33333333333,172,1054,0,54.3333333333,67.0,1,3,4.4,0,0,5,15,10,2,45.0,27.0,11.0,23.0,2,True,True,0,0,False,True,False,False,40.7193215,-74.01001070000002
41462542,3.0,3.0,2014-08-02,2016-08-09,2015-07-22,11215,BROOKLYN,Italian,788 UNION STREET,3,2,2,1.0,1.0,2,0.5,0.5,384,738,1,81.0,55.33333333,2,1,4.3,0,0,2,1,3,1,14.0,16.0,5.0,116.0,2,True,False,1,1,True,False,False,False,40.6747537,-73.9765517
41462626,17.0,11.0,2014-05-01,2016-10-11,2016-09-13,11238,BROOKLYN,American,583 VANDERBILT AVENUE,10,1,1,16.0,10.0,9,1.77777777778,1.11111111111,28,894,0,62.33333333,69.5,3,5,4.2,0,0,1,7,1,5,45.0,10.0,9.0,25.0,6,True,False,0,1,False,False,True,False,40.680286,-73.967807
41462643,20.0,14.0,2014-05-28,2017-03-28,2017-03-02,10022,MANHATTAN,Thai,222 EAST   53 STREET,10,1,2,19.0,12.0,9,2.11111111111,1.33333333333,26,1035,0,43.0,88.33333333,2,5,4.1,0,0,25,54,18,6,21.0,22.0,57.0,15.0,6,True,False,0,1,False,False,True,False,40.7571543,-73.96856109999997
41462654,17.0,12.0,2014-05-31,2017-02-27,2016-07-20,11238,BROOKLYN,Mexican,637 VANDERBILT AVENUE,11,1,1,16.0,11.0,10,1.6,1.1,222,1003,0,46.66666667,60.66666667,1,4,4.0,0,0,1,3,2,6,50.0,15.0,20.0,31.0,7,True,False,0,1,False,False,True,False,40.67799779999999,-73.96846775
41463046,9.0,5.0,2014-10-06,2016-11-10,2016-10-12,10470,BRONX,Donuts,4201 WEBSTER AVENUE,7,2,1,7.0,4.0,6,1.16666666667,0.666666666667,29,766,1,55.66666667,49.66666667,3,1,3.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,1,1,True,False,False,False,40.9332,-73.88531490000003
41463078,5.0,5.0,2014-06-27,2017-03-15,2016-01-05,10002,MANHATTAN,Spanish,293 EAST HOUSTON STREET,5,1,1,4.0,4.0,4,1.0,1.0,435,992,0,28.66666667,67.0,1,1,3.4,0,0,6,24,31,15,89.0,70.0,47.0,20.0,8,True,False,0,0,False,True,False,False,40.7213435,-73.98402779999998
41463456,3.0,4.0,2015-02-02,2017-03-02,2016-01-14,10306,STATEN ISLAND,Donuts,2425 HYLAN BOULEVARD,3,1,1,2.0,3.0,2,1.0,1.5,413,759,0,55.33333333,61.33333333,1,0,3.8,0,0,0,1,1,5,0.0,13.0,4.0,15.0,3,False,False,0,0,False,True,False,False,40.5638097,-74.1163707
41464260,5.0,6.0,2013-07-19,2016-05-10,2015-06-29,11374,QUEENS,American,9717 QUEENS BOULEVARD,4,1,2,4.0,4.0,3,1.33333333333,1.33333333333,316,1026,0,59.66666667,45.33333333,2,1,3.2,0,0,0,5,1,1,4.0,9.0,7.0,1.0,0,False,False,0,0,False,True,False,False,40.711536,-73.8240838
41464267,1.0,2.0,2014-03-26,2016-03-24,2015-03-10,10472,BRONX,Chinese,1924 CROSS BRONX EXPRESSWAY,3,1,1,0.0,1.0,2,0.0,0.5,380,729,0,52.0,51.0,0,0,4.3,0,0,0,1,6,0,4.0,4.0,6.0,4.0,1,False,False,0,0,False,True,False,False,40.838506,-73.8824968
41464310,7.0,4.0,2014-10-18,2017-03-16,2016-06-30,10308,STATEN ISLAND,Italian,145 GREAVES LANE,4,2,1,5.0,3.0,3,1.66666666667,1.0,259,880,1,27.66666667,60.0,1,1,4.5,0,0,1,3,0,0,0.0,4.0,0.0,10.0,0,False,False,1,0,False,False,False,True,40.55342005,-74.1435665465
41464606,17.0,10.0,2014-08-14,2017-01-21,2016-12-20,11203,BROOKLYN,Caribbean,5322 CHURCH AVENUE,9,1,2,16.0,8.0,8,2.0,1.0,32,891,0,43.5,80.66666667,4,5,3.4,0,0,1,4,32,10,19.0,33.0,23.0,15.0,3,True,False,0,1,False,False,True,False,40.65216045,-73.9267369275
41464748,2.0,3.0,2014-04-28,2016-04-06,2015-04-16,10027,MANHATTAN,American,3009 BROADWAY,3,1,3,1.0,0.0,2,0.5,0.0,356,709,0,37.0,53.0,1,0,4.5,0,0,9,24,39,17,76.0,70.0,39.0,24.0,12,True,True,0,0,False,True,False,False,40.7935938,-73.9727055
41466245,8.0,5.0,2013-04-25,2016-04-05,2015-05-28,10301,STATEN ISLAND,Mexican,1012 ST PAULS AVE,5,1,1,7.0,4.0,4,1.75,1.0,313,1076,0,37.33333333,52.66666667,3,2,4.3,0,0,0,4,12,6,16.0,18.0,4.0,43.0,2,False,False,0,1,False,False,True,False,40.6284189,-74.08326540000002
41466825,4.0,5.0,2015-01-05,2017-03-28,2017-02-27,10011,MANHATTAN,Donuts,101 WEST   23 STREET,4,1,3,3.0,2.0,3,1.0,0.666666666667,29,813,0,43.0,88.33333333,2,1,4.1,0,0,15,53,1,6,23.0,53.0,6.0,43.0,8,True,False,0,1,False,False,True,False,40.74335479999999,-73.99296
41466837,14.0,5.0,2013-12-04,2016-09-14,2015-09-03,10309,STATEN ISLAND,Pizza,6382 AMBOY ROAD,6,2,1,12.0,4.0,5,2.4,0.8,377,1015,1,73.0,58.66666667,1,4,4.1,0,0,1,5,0,0,5.0,71.0,0.0,10.0,2,True,False,1,1,True,False,False,False,40.52216795,-74.2165446257
41466873,4.0,5.0,2013-09-25,2016-03-05,2015-03-11,11105,QUEENS,American,2701 23 AVENUE,5,1,2,3.0,3.0,4,0.75,0.75,360,892,0,34.33333333,49.0,0,1,4.1,0,0,0,1,0,0,6.0,42.0,10.0,10.0,5,False,False,0,0,False,True,False,False,40.591467,-73.94294000000002
41466918,10.0,3.0,2013-06-12,2016-04-07,2014-12-11,11215,BROOKLYN,Mexican,489 5 AVENUE,5,2,1,8.0,2.0,4,2.0,0.5,483,1030,1,43.0,58.33333333,2,3,4.2,0,0,3,3,8,5,11.0,39.0,6.0,16.0,3,False,False,1,1,True,False,False,False,40.588751,-73.9676537143
41467162,5.0,9.0,2014-11-12,2016-12-21,2016-06-16,11368,QUEENS,American,5401 108th STREET,6,2,1,3.0,8.0,5,0.6,1.6,188,770,1,32.33333333,44.0,0,1,3.6,0,0,7,12,4,2,5.0,25.0,19.0,14.0,2,False,False,1,0,False,False,False,True,40.722971,-73.8444759
41467165,14.0,10.0,2013-12-23,2016-12-12,2016-11-15,10011,MANHATTAN,American,171 WEST   23 STREET,9,1,1,13.0,9.0,8,1.625,1.125,27,1085,0,34.66666667,66.66666667,2,5,4.2,0,0,10,48,27,12,89.0,92.0,15.0,54.0,12,True,False,0,0,False,True,False,False,40.74417370000001,-73.9952891
41467458,9.0,1.0,2014-07-21,2017-03-30,2016-02-16,11220,BROOKLYN,Chinese,4401 8 AVENUE,5,2,1,7.0,0.0,4,1.75,0.0,408,983,1,47.0,67.66666667,1,2,4.0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0,False,False,1,0,False,False,False,True,40.8314596,-73.93568309999998
41468267,24.0,9.0,2014-05-23,2017-04-04,2016-09-26,10016,MANHATTAN,Japanese,6 EAST   32 STREET,8,4,2,20.0,7.0,7,2.85714285714,1.0,190,1047,1,52.0,59.66666667,1,6,3.8,0,0,25,61,19,9,45.0,28.0,22.0,17.0,8,True,False,1,1,True,False,False,False,40.746536600000006,-73.98497929999998
41468724,4.0,10.0,2013-11-27,2016-11-15,2015-10-22,10463,BRONX,Chinese,109 WEST 225 STREET,6,1,1,3.0,9.0,5,0.6,1.8,390,1084,0,55.0,41.0,1,0,4.2,0,0,0,6,53,12,13.0,14.0,32.0,1.0,2,True,False,0,0,False,True,False,False,40.8746378,-73.9105098
41468822,3.0,5.0,2013-09-21,2016-03-05,2015-03-03,10472,BRONX,Pizza,1739 EAST  172 STREET,5,1,1,2.0,4.0,4,0.5,1.0,368,896,0,34.33333333,49.0,1,0,3.7,0,0,1,0,41,8,13.0,16.0,29.0,3.0,3,True,False,0,0,False,True,False,False,40.8326917,-73.8696808
41468852,2.0,6.0,2013-12-13,2016-05-20,2015-02-27,11223,BROOKLYN,Mexican,472 KINGS HIGHWAY,4,1,1,1.0,5.0,3,0.333333333333,1.66666666667,448,889,0,62.66666667,54.33333333,1,0,3.5,0,0,1,4,3,0,10.0,25.0,7.0,4.0,0,True,False,0,0,False,True,False,False,40.6041123,-73.9725942
41468947,3.0,2.0,2014-03-20,2016-04-25,2015-03-11,10025,MANHATTAN,Donuts,730 COLUMBUS AVENUE,3,1,1,2.0,1.0,2,1.0,0.5,411,767,0,60.33333333,51.33333333,1,0,3.7,0,0,9,12,11,6,98.0,50.0,29.0,11.0,5,True,False,0,0,False,True,False,False,40.7925729,-73.9680365
41468950,4.0,6.0,2014-02-26,2016-10-14,2016-05-04,10025,MANHATTAN,Donuts,687 AMSTERDAM AVENUE,5,1,1,3.0,5.0,4,0.75,1.25,163,961,0,58.33333333,66.66666667,1,1,3.8,0,0,7,26,17,9,93.0,39.0,64.0,19.0,14,True,False,0,0,False,True,False,False,40.792269,-73.97143929999999
41469010,23.0,17.0,2014-09-29,2016-12-14,2016-11-22,11101,QUEENS,Spanish,2513 QUEENS PLAZA NORTH,10,2,1,21.0,16.0,9,2.33333333333,1.77777777778,22,807,1,39.0,62.33333333,3,8,4.0,0,0,2,9,0,0,2.0,20.0,1.0,10.0,6,True,False,1,1,True,False,False,False,40.75133320000001,-73.9410643
41469234,12.0,6.0,2014-02-12,2016-08-29,2016-03-11,11433,QUEENS,Sandwiches,9217 PARSONS BOULEVARD,8,1,1,11.0,5.0,7,1.57142857143,0.714285714286,171,929,0,80.66666667,60.33333333,1,3,4.1,0,0,7,15,15,5,11.0,15.0,12.0,11.0,4,True,False,0,0,False,True,False,False,40.705761,-73.8016569
