,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus,3-day temp,3-day humidity,crit_vs_sec_last_insp,prior_2p_crit_insps,rating,rating_null,rating_null_zip,food_poisoning_complaints,food_establishment_complaints,electric_complaints,safety_complaints,rodent_complaints,dirty_conditions_complaints,general_complaints,missed_collection_complaints,police_matter_complaints,liq_license,side_license,target,prediction,true_positive,true_negative,false_positive,false_negative,latitude,longitude
41469619,16.0,9.0,2014-04-07,2017-01-24,2016-06-24,10004,MANHATTAN,Scandinavian,66 PEARL STREET,8,1,1,15.0,8.0,7,2.14285714286,1.14285714286,214,1023,0,42.0,87.0,2,5,3.9,0,0,14,26,1,0,7.0,16.0,1.0,4.0,5,True,False,0,1,False,False,True,False,40.7035582,-74.0107328
41469754,1.0,1.0,2014-03-17,2016-04-01,2015-03-13,10282,MANHATTAN,American,200 WEST STREET,3,1,1,0.0,0.0,2,0.0,0.0,385,746,0,57.33333333,61.66666667,0,0,3.6,0,0,8,12,0,1,5.0,10.0,0.0,2.0,1,True,False,0,0,False,True,False,False,40.71475529999999,-74.0144184913
41470133,20.0,21.0,2013-07-27,2016-05-20,2015-06-13,10027,MANHATTAN,American,664 WEST  125 STREET,7,4,2,16.0,19.0,6,2.66666666667,3.16666666667,342,1028,1,61.66666667,48.66666667,2,6,4.1,0,0,4,6,13,4,10.0,4.0,15.0,1.0,5,False,False,1,1,True,False,False,False,40.8170787,-73.95955129999999
41470443,3.0,3.0,2014-04-10,2016-04-08,2015-04-08,11211,BROOKLYN,Irish,301 AINSLIE STREET,3,1,1,2.0,2.0,2,1.0,1.0,366,729,0,46.66666667,61.66666667,1,0,4.5,0,0,4,7,27,3,44.0,38.0,30.0,29.0,6,True,False,0,0,False,True,False,False,40.7134177,-73.9416603
41470773,2.0,2.0,2015-01-12,2017-03-21,2016-01-25,10024,MANHATTAN,Donuts,535 AMSTERDAM AVENUE,3,1,1,1.0,1.0,2,0.5,0.5,421,799,0,45.0,40.0,1,0,3.4,0,0,6,21,38,16,50.0,45.0,39.0,19.0,4,True,False,0,0,False,True,False,False,40.7874378,-73.97492729999998
41470873,11.0,5.0,2014-06-02,2016-12-19,2016-10-27,11209,BROOKLYN,Greek,7616 3 AVENUE,7,2,2,9.0,3.0,6,1.5,0.5,53,931,1,35.66666667,73.0,2,4,4.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,1,0,False,False,False,True,40.600409,-74.14494090000002
41471845,1.0,4.0,2014-08-21,2017-02-25,2015-10-01,11370,QUEENS,American,8007 31 AVENUE,3,1,1,0.0,3.0,2,0.0,1.5,513,919,0,56.66666667,77.66666667,0,0,4.2,0,0,0,0,7,3,8.0,14.0,1.0,3.0,3,True,False,0,0,False,True,False,False,40.7590891,-73.8875017
41472439,6.0,3.0,2014-09-30,2017-03-09,2016-07-20,11211,BROOKLYN,American,355 METROPOLITAN AVENUE,4,1,1,5.0,2.0,3,1.66666666667,0.666666666667,232,891,0,52.66666667,53.0,2,2,4.5,0,0,2,14,2,2,40.0,23.0,7.0,81.0,7,True,False,0,1,False,False,True,False,40.71426675,-73.9560448292
41472740,12.0,10.0,2014-03-19,2017-03-08,2016-01-27,10456,BRONX,Chinese,182 EAST  166 STREET,8,1,2,11.0,8.0,7,1.57142857143,1.14285714286,406,1085,0,47.0,53.0,0,3,3.1,0,0,1,0,99,18,80.0,26.0,105.0,3.0,7,False,False,0,1,False,False,True,False,40.8314705,-73.9187155
41473389,4.0,5.0,2013-06-20,2016-04-23,2015-06-02,11232,BROOKLYN,American,885 4 AVENUE,4,1,1,3.0,4.0,3,1.0,1.33333333333,326,1038,0,64.66666667,59.33333333,1,0,3.9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,0,False,True,False,False,40.6006278,-74.14276650000002
41473601,2.0,2.0,2014-11-25,2017-01-09,2015-11-24,11418,QUEENS,Mexican,13408 JAMAICA AVENUE,3,1,1,1.0,1.0,2,0.5,0.5,412,776,0,21.66666667,50.0,0,0,4.1,0,0,0,0,0,0,1.0,4.0,0.0,3.0,0,False,False,0,0,False,True,False,False,40.723242,-73.7280407
41473969,10.0,5.0,2014-03-08,2016-09-15,2015-08-25,11434,QUEENS,Chinese,145109 GUY BREWER BOULEVARD,5,2,1,8.0,4.0,4,2.0,1.0,387,922,1,72.0,65.0,1,3,3.1,0,0,2,2,4,0,18.0,14.0,6.0,15.0,0,False,False,1,0,False,False,False,True,40.682568,-73.78201490000002
41473978,10.0,4.0,2014-12-29,2017-03-13,2017-02-16,11368,QUEENS,Mexican,9614 ROOSEVELT AVENUE,4,1,2,9.0,2.0,3,3.0,0.666666666667,25,805,0,27.66666667,40.33333333,5,3,3.9531578947368446,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,1,False,False,True,False,40.762461,-73.5150429
41474462,9.0,7.0,2014-05-06,2016-11-09,2015-09-23,10009,MANHATTAN,French,127 EAST    7 STREET,6,1,1,8.0,6.0,5,1.6,1.2,413,918,0,56.0,55.0,1,2,4.6,0,0,14,27,54,15,64.0,58.0,119.0,31.0,7,True,True,0,0,False,True,False,False,40.7264539,-73.9839874
41474503,3.0,6.0,2014-02-01,2016-04-11,2015-02-03,10036,MANHATTAN,Hamburgers,300 WEST   44 STREET,3,1,3,2.0,3.0,2,1.0,1.5,433,800,0,45.0,50.0,1,0,4.2,0,0,28,53,21,11,36.0,44.0,40.0,24.0,9,True,False,0,0,False,True,False,False,40.75857,-73.989723
41474862,10.0,8.0,2014-03-15,2017-03-03,2016-06-22,11201,BROOKLYN,Italian,216 SMITH STREET,5,3,3,7.0,5.0,4,1.75,1.25,254,1084,1,47.33333333,53.66666667,1,2,4.3,0,0,7,10,3,4,16.0,31.0,4.0,98.0,4,True,False,1,1,True,False,False,False,40.6844458,-73.9922453463
41474875,23.0,18.0,2013-08-22,2016-04-05,2015-03-11,10025,MANHATTAN,American,720 WEST END AVENUE,11,1,1,22.0,17.0,10,2.2,1.7,391,957,0,38.0,54.0,1,7,5.0,0,0,9,18,42,15,57.0,65.0,48.0,21.0,10,False,False,0,1,False,False,True,False,40.7947294,-73.9733659
41475322,14.0,9.0,2013-12-05,2016-10-20,2016-02-20,11372,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7915 ROOSEVELT AVENUE,8,1,2,13.0,7.0,7,1.85714285714,1.0,243,1050,0,73.33333333,63.0,1,3,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,1,False,False,True,False,40.762461,-73.5150429
41475422,5.0,2.0,2014-09-04,2016-09-29,2015-08-20,11373,QUEENS,Chinese,9015 QUEENS BOULEVARD,3,2,2,3.0,0.0,2,1.5,0.0,406,756,1,67.0,70.66666667,1,1,3.2,0,0,0,5,1,1,4.0,9.0,7.0,1.0,0,False,False,1,1,True,False,False,False,40.711536,-73.8240838
41475632,14.0,10.0,2013-10-21,2016-06-09,2015-11-06,10025,MANHATTAN,Mexican,842 AMSTERDAM AVENUE,8,1,1,13.0,9.0,7,1.85714285714,1.28571428571,216,962,0,66.0,54.33333333,1,4,3.7,0,0,18,18,75,11,35.0,33.0,89.0,14.0,9,True,False,0,0,False,True,False,False,40.7974285,-73.96814870000001
41476051,9.0,6.0,2014-07-16,2017-03-21,2017-02-22,10003,MANHATTAN,Café/Coffee/Tea,157 3 AVENUE,6,1,2,8.0,4.0,5,1.6,0.8,27,979,0,46.33333333,45.0,2,3,4.2,0,0,2,6,6,6,1.0,23.0,4.0,8.0,2,False,False,0,1,False,False,True,False,40.5879376575,-73.97352224859999
41476556,7.0,10.0,2013-05-02,2016-03-30,2015-04-09,11433,QUEENS,Chicken,16525 LIBERTY AVENUE,7,1,3,6.0,7.0,6,1.0,1.16666666667,356,1063,0,48.33333333,50.33333333,1,1,2.9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,0,False,True,False,False,42.663634,-73.63911390000001
41477010,5.0,5.0,2014-02-20,2016-12-09,2016-03-24,11101,QUEENS,American,2724 JACKSON AVENUE,5,2,1,3.0,4.0,4,0.75,1.0,260,1023,1,39.33333333,55.0,0,1,4.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,1,0,False,False,False,True,40.689748,-73.39382990000001
41477055,22.0,10.0,2014-08-21,2017-03-16,2016-10-08,10034,MANHATTAN,Mexican,223 DYCKMAN STREET,8,3,2,19.0,8.0,7,2.7142857142900003,1.14285714286,159,938,1,30.0,56.66666667,4,6,3.9,0,0,8,46,38,7,47.0,26.0,63.0,7.0,4,True,True,1,1,True,False,False,False,40.8657782,-73.92741120000002
41477077,18.0,17.0,2014-09-18,2017-03-27,2016-02-04,10460,BRONX,Chinese,1915 SOUTHERN BOULEVARD,9,5,3,13.0,14.0,8,1.625,1.75,417,921,1,46.0,76.33333333,1,3,4.1,0,0,2,6,56,8,31.0,25.0,38.0,8.0,7,True,False,1,0,False,False,False,True,40.841762,-73.8861463033
41477189,13.0,7.0,2013-06-05,2016-05-26,2015-09-02,11103,QUEENS,Sandwiches,3009 STEINWAY STREET,9,2,1,11.0,6.0,8,1.375,0.75,267,1086,1,72.33333333,62.0,1,3,3.0,0,0,4,9,1,4,15.0,34.0,3.0,19.0,9,True,False,1,0,False,False,False,True,40.7605248,-73.9177498
41477315,19.0,17.0,2014-04-30,2017-04-08,2016-12-07,10025,MANHATTAN,Hamburgers,2850 BROADWAY,12,2,1,17.0,16.0,11,1.54545454545,1.45454545455,122,1074,1,47.33333333,65.0,3,5,3.8,0,0,12,23,19,4,87.0,64.0,19.0,8.0,19,True,True,1,1,True,False,False,False,40.8044959,-73.9661282
41477346,4.0,4.0,2013-09-26,2016-09-06,2015-08-20,11101,QUEENS,Caribbean,3131 THOMSON AVENUE,4,1,2,3.0,2.0,3,1.0,0.666666666667,383,1076,0,74.66666667,57.0,1,0,4.3,0,0,0,10,0,0,4.0,10.0,0.0,10.0,1,False,False,0,0,False,True,False,False,40.746143,-73.94173590000003
41477496,1.0,4.0,2013-05-08,2016-04-29,2014-11-21,11223,BROOKLYN,Pizza,45 AVENUE S,4,1,1,0.0,3.0,3,0.0,1.0,525,1087,0,53.33333333,61.66666667,0,0,3.9862318840579696,1,0,0,1,7,7,7.0,10.0,17.0,16.0,3,False,False,0,0,False,True,False,False,40.6006733,-73.98423000000003
41477654,8.0,7.0,2013-06-05,2016-05-19,2015-05-06,10009,MANHATTAN,American,218 AVENUE A,6,1,1,7.0,6.0,5,1.4,1.2,379,1079,0,60.66666667,61.0,0,1,4.3,0,0,9,30,77,15,61.0,35.0,57.0,24.0,11,True,True,0,0,False,True,False,False,40.72999145,-73.9804076524
41478517,18.0,6.0,2014-03-26,2017-03-08,2016-08-11,10024,MANHATTAN,Chinese,467 COLUMBUS AVENUE,10,1,1,17.0,5.0,9,1.88888888889,0.555555555556,209,1078,0,46.0,53.0,1,4,4.1,0,0,4,17,19,6,50.0,17.0,82.0,17.0,8,True,True,0,1,False,False,True,False,40.78406895,-73.9735628801
41478688,12.0,9.0,2014-04-04,2017-01-18,2016-10-22,11223,BROOKLYN,Mexican,240 KINGS HIGHWAY,8,1,1,11.0,8.0,7,1.57142857143,1.14285714286,88,1020,0,38.0,76.33333333,2,3,3.9862318840579696,1,0,5,6,41,12,7.0,13.0,20.0,12.0,5,True,False,0,1,False,False,True,False,40.60516735,-73.9818254157
41478736,2.0,4.0,2014-09-15,2016-10-28,2015-10-08,10033,MANHATTAN,Pizza,810 WEST  181 STREET,3,1,1,1.0,3.0,2,0.5,1.5,386,774,0,46.66666667,64.33333333,1,0,3.8,0,0,6,28,65,8,83.0,30.0,81.0,4.0,6,True,False,0,0,False,True,False,False,40.8509032,-73.9387768
41478966,13.0,12.0,2014-04-25,2017-03-30,2016-06-21,10036,MANHATTAN,Hamburgers,220 WEST   42 STREET,8,2,1,11.0,11.0,7,1.57142857143,1.57142857143,282,1070,1,46.66666667,66.66666667,2,5,3.5,0,0,33,52,1,0,11.0,32.0,4.0,2.0,29,True,False,1,1,True,False,False,False,40.75623220000001,-73.9880941
41478979,3.0,7.0,2013-05-24,2016-05-09,2015-05-04,10103,MANHATTAN,Sandwiches,666 5 AVENUE,4,1,2,2.0,5.0,3,0.666666666667,1.66666666667,371,1081,0,58.0,57.0,1,1,3.1,0,0,4,6,2,1,10.0,23.0,1.0,8.0,2,False,False,0,0,False,True,False,False,40.589109777800005,-73.9628574444
41479049,28.0,7.0,2014-10-16,2017-03-17,2017-02-15,10459,BRONX,Pizza,945 EAST  163 STREET,10,5,1,23.0,6.0,9,2.55555555556,0.666666666667,30,883,1,34.0,43.0,3,7,3.8,0,0,3,1,28,12,55.0,15.0,46.0,7.0,3,True,False,1,1,True,False,False,False,40.821318,-73.89616590000001
41479899,21.0,15.0,2013-09-27,2016-05-27,2015-10-24,11237,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1495 DEKALB AVENUE,12,1,1,20.0,14.0,11,1.81818181818,1.27272727273,216,973,0,76.33333333,49.33333333,4,5,4.161146496815287,1,0,1,4,75,20,44.0,32.0,60.0,9.0,8,True,False,0,1,False,False,True,False,40.70174,-73.9220137312
41479962,32.0,20.0,2013-11-01,2016-05-18,2015-12-09,10026,MANHATTAN,American,2217 FREDERICK DOUGLASS BOULEVARD,14,1,2,31.0,18.0,13,2.38461538462,1.3846153846200002,161,929,0,56.33333333,48.0,1,10,3.5,0,0,3,45,52,11,174.0,60.0,57.0,18.0,8,True,True,0,1,False,False,True,False,40.80442,-73.9553679
41480070,7.0,7.0,2014-07-10,2017-02-16,2017-01-19,11212,BROOKLYN,Chicken,496 ROCKAWAY PARKWAY,6,2,1,5.0,6.0,5,1.0,1.2,28,952,1,37.33333333,61.66666667,2,2,2.9,0,0,2,3,110,20,28.0,25.0,108.0,12.0,6,True,False,1,1,True,False,False,False,40.6563173,-73.9150796
41480287,3.0,7.0,2013-05-29,2016-05-04,2015-05-14,10028,MANHATTAN,American,53 EAST   83 STREET,4,1,3,2.0,4.0,3,0.666666666667,1.33333333333,356,1071,0,52.33333333,84.33333333,1,0,4.087027027027025,1,0,3,8,2,1,9.0,16.0,1.0,15.0,8,False,False,0,0,False,True,False,False,40.7786326,-73.959615
41480500,7.0,11.0,2013-10-10,2016-09-01,2015-08-21,11231,BROOKLYN,Café/Coffee/Tea,461 COURT STREET,7,1,2,6.0,9.0,6,1.0,1.5,377,1057,0,78.33333333,72.33333333,0,1,4.4,0,0,1,9,11,5,8.0,29.0,6.0,102.0,6,True,False,0,0,False,True,False,False,40.67724895,-73.99814005180001
41481717,17.0,11.0,2013-06-11,2016-06-03,2015-10-28,11213,BROOKLYN,Caribbean,1339 ST JOHNS PLACE,10,2,2,15.0,9.0,9,1.66666666667,1.0,219,1088,1,69.33333333,73.66666667,1,5,4.2,0,0,6,19,95,20,30.0,26.0,100.0,17.0,2,True,False,1,0,False,False,False,True,40.6709029,-73.9339885
41481734,4.0,2.0,2013-11-14,2016-05-03,2015-05-06,10036,MANHATTAN,Café/Coffee/Tea,23 WEST   47 STREET,5,1,1,3.0,1.0,4,0.75,0.25,363,901,0,51.66666667,81.66666667,0,1,4.019186046511631,1,0,18,42,1,0,16.0,11.0,1.0,2.0,34,True,False,0,0,False,True,False,False,40.757472,-73.97991529999999
41481812,3.0,6.0,2013-08-16,2016-08-09,2015-07-31,10016,MANHATTAN,Pizza,201 EAST   34 STREET,4,1,2,2.0,4.0,3,0.666666666667,1.33333333333,375,1089,0,78.66666667,54.33333333,0,0,4.4,0,0,15,31,22,8,37.0,44.0,33.0,22.0,5,True,True,0,0,False,True,False,False,40.7457443,-73.97769570000001
41482806,3.0,2.0,2014-04-24,2016-03-29,2015-04-07,11211,BROOKLYN,Donuts,809 GRAND STREET,3,1,1,2.0,1.0,2,1.0,0.5,357,705,0,50.33333333,62.33333333,1,0,2.6,0,0,3,5,27,2,29.0,30.0,29.0,20.0,3,True,False,0,0,False,True,False,False,40.7120514,-73.9409255
41483220,11.0,9.0,2013-12-10,2016-03-16,2014-12-31,11225,BROOKLYN,Middle Eastern,1026 NOSTRAND AVENUE,7,1,1,10.0,8.0,6,1.66666666667,1.33333333333,441,827,0,50.0,81.66666667,0,2,5.0,0,0,3,10,76,31,35.0,25.0,67.0,6.0,4,True,False,0,1,False,False,True,False,40.6634883,-73.951092
41483706,2.0,6.0,2014-08-20,2016-12-01,2015-07-30,11218,BROOKLYN,Jewish/Kosher,125763 38 STREET,3,1,2,1.0,4.0,2,0.5,2.0,490,834,0,53.0,83.33333333,1,0,4.6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,0,False,True,False,False,42.90462150000001,-76.54497359999998
41484499,13.0,5.0,2013-12-20,2016-08-04,2016-07-08,10012,MANHATTAN,Italian,203 MOTT STREET,6,2,1,11.0,4.0,5,2.2,0.8,27,958,1,76.0,65.33333333,3,2,4.4,0,0,13,73,30,6,42.0,85.0,49.0,43.0,20,True,True,1,1,True,False,False,False,40.7214477,-73.99566690000002
41485041,19.0,15.0,2013-08-13,2016-05-21,2015-10-06,11238,BROOKLYN,American,1011 FULTON STREET,11,1,1,18.0,14.0,10,1.8,1.4,228,1012,0,62.66666667,54.0,1,6,4.3,0,0,1,7,27,11,109.0,47.0,20.0,39.0,8,True,False,0,0,False,True,False,False,40.6824702,-73.9614777
41485126,12.0,4.0,2013-06-20,2016-02-17,2015-02-10,11228,BROOKLYN,American,1475 86 STREET,5,1,1,11.0,3.0,4,2.75,0.75,372,972,0,36.66666667,77.33333333,2,4,3.5,0,0,2,4,0,2,2.0,17.0,1.0,17.0,2,False,False,0,1,False,False,True,False,40.5910686,-73.9758352
41485255,17.0,10.0,2014-05-30,2017-03-20,2016-08-09,10022,MANHATTAN,American,599 LEXINGTON AVENUE,9,1,2,16.0,8.0,8,2.0,1.0,223,1025,0,40.33333333,50.0,2,5,3.5,0,0,26,54,9,3,11.0,15.0,2.0,12.0,8,True,False,0,1,False,False,True,False,40.7578529,-73.9707241156
41486145,7.0,5.0,2014-03-19,2016-12-29,2016-05-26,11222,BROOKLYN,Steak,119 NASSAU AVENUE,5,1,1,6.0,4.0,4,1.5,1.0,217,1016,0,42.33333333,63.0,0,1,4.4,0,0,7,12,4,5,40.0,20.0,8.0,29.0,2,True,False,0,0,False,True,False,False,40.72462520000001,-73.94910294600001
41486152,29.0,18.0,2013-11-07,2016-08-29,2016-01-14,11367,QUEENS,Jewish/Kosher,7327 MAIN ST,11,2,1,27.0,17.0,10,2.7,1.7,228,1026,1,83.0,53.66666667,1,6,4.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,1,1,True,False,False,False,43.1086491,-79.0540834
41486386,17.0,3.0,2014-05-12,2016-08-25,2016-07-28,10019,MANHATTAN,American,356 WEST   58 STREET,7,2,1,15.0,2.0,6,2.5,0.333333333333,28,836,1,76.0,57.66666667,2,5,4.1,0,0,16,12,172,72,26.0,29.0,104.0,24.0,12,True,True,1,1,True,False,False,False,40.7681686,-73.9848986
41486451,5.0,5.0,2013-08-22,2016-04-20,2015-04-15,10019,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",1796 BROADWAY,5,1,2,4.0,3.0,4,1.0,0.75,371,972,0,63.33333333,27.66666667,0,2,4.5,0,0,16,16,5,0,13.0,20.0,6.0,9.0,10,True,True,0,0,False,True,False,False,40.7672906,-73.9814578
41486945,22.0,7.0,2014-05-14,2016-09-20,2016-08-20,11366,QUEENS,Pizza/Italian,17649 UNION TURNPIKE,10,2,1,20.0,6.0,9,2.22222222222,0.666666666667,31,860,1,77.33333333,76.33333333,3,5,3.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,1,1,True,False,False,False,40.7403865,-73.7310602
41487738,18.0,11.0,2015-01-09,2017-02-09,2016-12-27,10029,MANHATTAN,Mexican,1779 LEXINGTON AVENUE,8,1,1,17.0,10.0,7,2.42857142857,1.42857142857,44,762,0,40.33333333,76.33333333,2,6,3.2,0,0,4,4,39,14,64.0,40.0,34.0,8.0,4,True,False,0,1,False,False,True,False,40.79490485,-73.9440393871
41488373,12.0,5.0,2013-10-22,2016-09-08,2015-09-01,11223,BROOKLYN,Russian,19421944 CONEY ISLAND AVENUE,7,2,1,10.0,4.0,6,1.66666666667,0.666666666667,373,1052,1,79.0,69.66666667,2,3,3.3,0,0,3,6,23,5,11.0,22.0,24.0,10.0,9,True,False,1,0,False,False,False,True,40.6467138,-73.97094090000002
41488442,10.0,5.0,2013-11-23,2016-06-23,2015-08-10,10019,MANHATTAN,Irish,243 WEST   54 STREET,6,2,2,8.0,3.0,5,1.6,0.6,318,943,1,77.66666667,49.33333333,1,3,3.8,0,0,22,29,28,6,17.0,53.0,37.0,12.0,10,True,True,1,1,True,False,False,False,40.764522,-73.9832757
41488532,15.0,7.0,2013-09-05,2016-06-06,2015-10-02,11211,BROOKLYN,American,366 METROPOLITAN AVENUE,9,3,1,12.0,6.0,8,1.5,0.75,248,1005,1,72.33333333,78.0,1,2,4.4,0,0,2,13,2,2,36.0,21.0,7.0,77.0,7,True,False,1,0,False,False,False,True,40.7139513,-73.9558033
41488662,4.0,4.0,2013-04-29,2016-04-13,2015-04-13,10462,BRONX,American,2168 ELLIS AVENUE,4,1,1,3.0,3.0,3,1.0,1.0,366,1080,0,51.66666667,56.0,1,0,3.991666666666668,1,0,3,15,14,5,24.0,19.0,9.0,11.0,2,False,False,0,0,False,True,False,False,40.8324316531,-73.8521873265
41488981,4.0,3.0,2014-05-06,2016-04-19,2015-05-21,10003,MANHATTAN,Italian,77 EAST 4 STREET,4,2,1,2.0,2.0,3,0.666666666667,0.666666666667,334,714,1,62.66666667,39.33333333,0,0,4.7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,1,1,True,False,False,False,40.762107,-72.93955290000002
41489207,10.0,4.0,2014-08-05,2017-03-27,2017-03-02,11215,BROOKLYN,Café/Coffee/Tea,355 5 AVENUE,6,1,1,9.0,3.0,5,1.8,0.6,25,965,0,46.33333333,77.66666667,3,3,5.0,0,0,2,8,7,6,2.0,23.0,4.0,4.0,4,False,False,0,1,False,False,True,False,40.5880164199,-73.972781663
41489751,8.0,4.0,2015-04-02,2017-01-03,2016-12-14,10014,MANHATTAN,French,447 HUDSON STREET,5,2,1,6.0,3.0,4,1.5,0.75,20,642,1,43.33333333,72.66666667,2,3,4.4,0,0,5,16,15,1,51.0,52.0,36.0,34.0,6,True,True,1,1,True,False,False,False,40.7311041,-74.0068955
41489786,21.0,9.0,2013-07-03,2016-03-03,2015-09-22,11373,QUEENS,Chinese,8305 BROADWAY,11,1,2,20.0,7.0,10,2.0,0.7,163,974,0,40.66666667,50.33333333,2,6,4.4,0,0,9,24,39,17,76.0,70.0,39.0,24.0,12,True,True,0,1,False,False,True,False,40.7935938,-73.9727055
41490282,20.0,9.0,2014-03-21,2017-02-06,2017-01-12,10016,MANHATTAN,French,163 EAST   33 STREET,10,1,1,19.0,8.0,9,2.11111111111,0.888888888889,25,1053,0,36.0,44.33333333,3,7,4.5,0,0,11,15,3,10,28.0,40.0,32.0,14.0,8,True,False,0,1,False,False,True,False,40.7441414,-73.9762214
41490991,16.0,3.0,2014-04-08,2017-02-17,2016-03-18,10022,MANHATTAN,American,227 EAST   56 STREET,6,4,1,12.0,2.0,5,2.4,0.4,336,1046,1,35.66666667,54.33333333,1,3,4.4,0,0,12,28,1,5,22.0,21.0,17.0,13.0,8,True,False,1,1,True,False,False,False,40.75931420000001,-73.966832
41491217,13.0,8.0,2014-05-31,2016-05-17,2015-06-18,11357,QUEENS,Italian,1712 UTOPIA PARKWAY,6,1,2,12.0,6.0,5,2.4,1.2,334,717,0,57.0,49.0,1,4,4.6,0,0,0,0,0,0,3.0,5.0,0.0,14.0,1,False,False,0,0,False,True,False,False,40.7747009,-73.7929459
41491272,6.0,3.0,2015-02-04,2017-03-23,2017-02-18,10462,BRONX,Mexican,783 LYDING AVE,4,1,1,5.0,2.0,3,1.66666666667,0.666666666667,33,778,0,43.0,36.66666667,2,2,4.1,0,0,5,14,360,15,86.0,25.0,55.0,2.0,6,True,False,0,1,False,False,True,False,40.8546234,-73.86450490000001
41491315,13.0,9.0,2014-03-27,2017-02-01,2016-12-07,10003,MANHATTAN,American,17 East 17th Street,9,1,2,12.0,7.0,8,1.5,0.875,56,1042,0,35.66666667,60.33333333,2,4,4.2,0,0,14,52,5,1,32.0,35.0,6.0,34.0,11,True,True,0,0,False,True,False,False,40.73758835,-73.9909745154
41492331,21.0,17.0,2014-03-04,2016-11-02,2016-09-27,11105,QUEENS,Spanish,2703 23 AVENUE,11,3,1,18.0,16.0,10,1.8,1.6,36,974,1,56.33333333,59.66666667,1,4,4.6,0,0,0,1,0,0,6.0,42.0,10.0,10.0,5,False,False,1,1,True,False,False,False,40.5914683469,-73.942927551
41492552,10.0,4.0,2014-11-18,2017-02-15,2016-12-19,10025,MANHATTAN,Pizza,2547 BROADWAY,5,1,1,9.0,3.0,4,2.25,0.75,58,820,0,37.0,64.66666667,2,3,4.0,0,0,12,21,44,14,70.0,73.0,41.0,22.0,10,True,False,0,1,False,False,True,False,40.7943168,-73.9724171
41493787,9.0,5.0,2014-11-20,2016-12-08,2016-06-25,10014,MANHATTAN,Turkish,325 WEST   11 STREET,4,2,1,7.0,4.0,3,2.33333333333,1.33333333333,166,749,1,42.66666667,70.33333333,1,2,4.3,0,0,5,19,11,3,29.0,26.0,17.0,38.0,10,True,False,1,1,True,False,False,False,40.7358593,-74.0075131
41494383,14.0,5.0,2014-02-28,2016-08-23,2016-07-28,10029,MANHATTAN,Japanese,255 EAST  110 STREET,6,4,1,10.0,4.0,5,2.0,0.8,26,907,1,74.66666667,62.33333333,3,3,4.2,0,0,6,46,49,16,82.0,31.0,32.0,4.0,6,True,False,1,1,True,False,False,False,40.7934335,-73.94084659999999
41494859,10.0,7.0,2014-09-08,2016-05-27,2015-09-29,10003,MANHATTAN,Sandwiches,1 IRVING PLACE,7,1,1,9.0,6.0,6,1.5,1.0,241,627,0,76.33333333,49.33333333,2,3,3.5,0,0,7,29,9,0,42.0,43.0,16.0,36.0,5,True,True,0,1,False,False,True,False,40.7367272,-73.9865989
41494987,18.0,14.0,2014-05-13,2017-03-31,2016-09-30,11231,BROOKLYN,American,513 HENRY STREET,11,2,1,16.0,13.0,10,1.6,1.3,182,1053,1,45.66666667,65.66666667,2,5,4.4,0,0,1,1,7,1,21.0,36.0,2.0,134.0,5,True,False,1,1,True,False,False,False,40.6840109,-73.9993312
41495141,20.0,11.0,2014-04-30,2017-03-25,2016-08-24,10472,BRONX,Mexican,11841186 ELDER AVENUE,9,5,1,15.0,10.0,8,1.875,1.25,213,1060,1,45.0,47.66666667,2,4,1.0,0,0,0,13,66,12,22.0,179.0,37.0,13.0,6,True,False,1,1,True,False,False,False,40.8285867,-73.8791759
41495273,18.0,7.0,2014-03-06,2016-11-17,2016-10-18,11432,QUEENS,Chinese,17937 HILLSIDE AVENUE,9,1,1,17.0,6.0,8,2.125,0.75,30,987,0,53.66666667,65.0,2,6,3.1,0,0,1,2,1,2,1.0,5.0,0.0,6.0,0,False,False,0,1,False,False,True,False,40.7374599,-73.707734
