Serial#,County,Type,Class,Premises Name,Address,Address2,City,State,Zip,
1258022,NEW,RW,341,STRATOS BAKERY CORP,1297 LEXINGTON AVE,,NEW YORK,NY,10128,
1020731,NEW,AX,122,STRAWBERRY FIELDS ASSOC INC,311 BLEEKER STREET,,NEW YORK,NY,10014,
1027233,NEW,OP,252,STREATOR INC,200 W 70TH STREET,,NEW YORK,NY,10023,
1029990,NEW,RW,341,STREET II CORP,235 E 53RD STREET,,NEW YORK,NY,10022,
1284571,NEW,OP,252,STREETBIRD HARLEM LLC,2149 FREDERICK DOUGLASS BLVD,,NEW YORK,NY,10026,
1258800,NEW,OP,252,STRIP HOUSE RESTAURANT NY LLC,11 E 12TH ST ,,NEW YORK,NY,10003,
1256887,NEW,OP,252,STRIP HOUSE RESTAURANT NY LLC,13 E 12TH ST,,NEW YORK,NY,10003,
1256888,NEW,ST,1,STRIP HOUSE RESTAURANT NY LLC,13 E 12TH ST,,NEW YORK,NY,10003,
1214119,NEW,OP,252,STRIPED MARLIN AT 85 TENTH LLC,85 TENTH AVE,,NEW YORK,NY,10011,
1029761,NEW,RW,341,STROKOS PIZZA DELI REST INC,888 10TH AVENUE,,NEW YORK,NY,10019,
1029760,NEW,RW,341,STROKOS PIZZA DELI REST INC,888 10TH AVENUE,,NEW YORK,NY,10019,
1262971,NEW,RW,341,STROMBOLI PIZZA INC,83 ST MARKS PL,,NEW YORK,NY,10003,
1292748,NEW,L,222,STRONG SPIRITS LLC,1329 SAINT NICHOLAS AVE,,NEW YORK,NY,10033,
1028869,NEW,RW,341,"STRONG,ROBERT A",54 2ND AVENUE,,NEW YORK,NY,10003,
1175386,NEW,ST,2,STRONGFIVE LLC,139 DUANE ST,,NEW YORK,NY,10013,
1172461,NEW,OP,252,STRONGFIVE LLC,139 DUANE ST,,NEW YORK,NY,10013,
1172462,NEW,ST,1,STRONGFIVE LLC,139 DUANE ST,,NEW YORK,NY,10013,
1026410,NEW,OP,252,STROSS RESTAURANT INC,101 W 55TH STREET,,NEW YORK,NY,10019,
1108295,NEW,OP,252,STS RESTAURANT CORP,505 THIRD AVENUE ,,NEW YORK,NY,10016,
1108296,NEW,ST,1,STS RESTAURANT CORP.,505 THIRD AVENUE ,,NEW YORK,NY,10016,
1024064,NEW,OP,904,STUART CROMWELL INC,542 W 27TH STREET,,NEW YORK,NY,10001,
1024063,NEW,OP,903,STUART CROMWELL INC,542 W 27TH STREET,,NEW YORK,NY,10001,
1024062,NEW,OP,252,STUART CROMWELL INC,542 W 27TH STREET,,NEW YORK,NY,10001,
1271362,NEW,CT,246,STUDIO 450 LLC,450 W 31ST ST,,NEW YORK,NY,10001,
1293258,NEW,CL,243,STUDIO 466 INC,466 LEXINGTON AVE,,NEW YORK,NY,10017,
1153150,NEW,CL,243,STUDIO 466 INC,"466 LEXINGTON AVENUE, 7TH FL.",,NEW YORK,NY,10017,
1248432,NEW,CL,243,STUDIO 466 INC,466 LEXINGTON AVE,,NEW YORK,NY,10017,
1101389,NEW,OP,904,STUDIO 54 PROMOTIONS LLC,229 231 W 53RD ST,,NEW YORK,NY,10019,
1026412,NEW,OP,903,STUDIO 54 PROMOTIONS LLC,229 231 W 53TH ST,,NEW YORK,NY,10019,
1026411,NEW,OP,252,STUDIO 54 PROMOTIONS LLC,229 231 W 53RD ST,,NEW YORK,NY,10019,
1107359,NEW,ST,1,STUDIO CAFFE LLC,CHELSEA PIERS #59 2ND LEVEL,,NEW YORK,NY,10011,
1107358,NEW,OP,252,STUDIO CAFFE LLC,CHELSEA PIERS #59 2ND LEVEL,,NEW YORK,NY,10011,
1107360,NEW,OP,901,STUDIO CAFFE LLC,CHELSEA PIERS #59 2ND LEVEL,,NEW YORK,NY,10011,
1139044,NEW,OP,902,STUDIO CAFFE LLC,CHELSEA PIERS #59 2ND LEVEL,,NEW YORK,NY,10011,
1138383,NEW,OP,252,STUDIO DANTE INC,257 W 29TH STREET,,NEW YORK,NY,10001,
1260014,NEW,OP,252,STUFF IT LLC,173 MOTT ST,,NEW YORK,NY,10013,
1260015,NEW,OP,901,STUFF IT LLC,173 MOTT ST,,NEW YORK,NY,10013,
1028320,NEW,RL,241,STUYVESANT CATERING INC,140 142 2ND AVENUE,,NEW YORK,NY,10003,
1020506,NEW,AX,122,STUYVESANT CONVENIENCE INC,500 E 14TH STREET,,NEW YORK,NY,10009,
1153402,NEW,ST,1,STUYVESANT DELI &amp; NEWS INC,375 1ST AVENUE,,NEW YORK,NY,10010,
1153401,NEW,AX,122,STUYVESANT DELI &amp; NEWS INC,375 1ST AVENUE,,NEW YORK,NY,10010,
1018925,NEW,A,122,STUYVESANT TOWN MARKET INC,329 1ST AVENUE,,NEW YORK,NY,10003,
1260055,NEW,ST,3,STUZZI RISTORANTE CORP,928 BROADWAY,,NEW YORK,NY,10010,
1259231,NEW,ST,2,STUZZI RISTORANTE CORP,928 BROADWAY,,NEW YORK,NY,10010,
1256564,NEW,ST,1,STUZZI RISTORANTE CORP,928 BROADWAY,,NEW YORK,NY,10010,
1256563,NEW,OP,252,STUZZI RISTORANTE CORP,928 BROADWAY,,NEW YORK,NY,10010,
1232745,NEW,OP,252,STUZZICHERIA INC,305 CHURCH ST,,NEW YORK,NY,10013,
1024793,NEW,OP,252,STYLE CLUB MANAGEMENT LLC,102 E 25TH STREET,,NEW YORK,NY,10010,
1022916,NEW,EB,141,STYLIANOS XYDOUS,106 KENMARE STREET,,NEW YORK,NY,10012,
1112663,NEW,OP,252,SU CASA RESTAURANT LLC,494 BROADWAY,,NEW YORK,NY,10012,
1022474,NEW,CL,243,SU CLUB INC,11 E 61ST STREET,,NEW YORK,NY,10021,
1160132,NEW,RW,341,SU RA INC,105 E 9TH STREET,,NEW YORK,NY,10003,
1178191,NEW,ST,1,SUANY R RAMOS,204 E 112TH STREET,,NEW YORK,NY,10029,
1178190,NEW,AX,122,SUANY R RAMOS,204 E 112TH STREET,,NEW YORK,NY,10029,
1117872,NEW,OP,252,SUBA LLC,109 LUDLOW STREET,,NEW YORK,NY,10002,
1117873,NEW,OP,901,SUBA LLC,109 LUDLOW STREET,,NEW YORK,NY,10002,
1237386,NEW,L,222,SUBAE INC,394 AVENUE OF THE AMERICAS,,NEW YORK,NY,10011,
1270177,NEW,TW,344,SUBCULTURE LLC ,45 BLEECKER ST ,,NEW YORK,NY,10012,
1209778,NEW,A,122,SUBHY AL NAHAM,426 AMSTERDAM AVENUE,,NEW YORK,NY,10024,
1209779,NEW,ST,1,SUBHY AL NAHAM,426 AMSTERDAM AVENUE,,NEW YORK,NY,10024,
1217434,NEW,ST,2,SUBHY AL NAHAM,426 AMSTERDAM AVENUE,,NEW YORK,NY,10024,
1128584,NEW,AX,122,SUBHY AL NAHAM,426 AMSTERDAM AVE,,NEW YORK,NY,10024,
1024367,NEW,OP,252,SUBLIME 15 INC,15 WAVERLY PLACE,,NEW YORK,NY,10003,
1171113,NEW,OP,252,SUBLIME PORTE LLC,458 GREENWICH STREET,,NEW YORK,NY,10013,
1028573,NEW,RL,241,SUBWAY INN INC,143 E 60TH STREET,,NEW YORK,NY,10022,
1175478,NEW,AX,122,SUBZ INC,1142 1ST AVENUE,,NEW YORK,NY,10022,
1205633,NEW,RW,341,SUCRE ROSARIO,88 NAGLE AVE STORE #1,,NEW YORK ,NY,10040,
1214126,NEW,RW,341,SUCRE ROSARIO,90 NAGLE AVE,,NEW YORK,NY,10040,
1153944,NEW,RW,341,SUCRE ROSARIO,543 WEST 187 STREET,,NEW YORK,NY,10033,
1252202,NEW,RW,341,SUD 123 INCORPORATED,178 MULBERRY ST ,,NEW YORK,NY,10013,
1258248,NEW,OP,252,SUDS &amp; SPIRITS LLC,1259 PARK AVE NORTH STORE,,NEW YORK,NY,10029,
1110505,NEW,ST,1,SUEBOB INC,305 E 53RD STREET,,NEW YORK,NY,10022,
1110504,NEW,OP,252,SUEBOB INC,305 E 53RD STREET,,NEW YORK,NY,10022,
1023574,NEW,L,222,SUEBOB LIQUOR INC,312 W 23RD STREET,,NEW YORK,NY,10011,
1018926,NEW,A,122,SUEL CORPORATION,48 3RD AVENUE,,NEW YORK,NY,10003,
1024569,NEW,OP,252,SUGANDA CORP,94 CHAMBERS ST,,NEW YORK,NY,10007,
1263108,NEW,OP,252,SUGAR AND PLUMM UPPERWEST LLC,173 W 78TH ST,,NEW YORK,NY,10024,
1027234,NEW,OP,252,SUGAR BAR INC,254 WEST 72ND ST,,NEW YORK,NY,10023,
1288497,NEW,OP,252,SUGAR BEETS INC,239 CENTRE ST,,NEW YORK,NY,10013,
1267338,NEW,ST,1,SUGAR CAFE INC,500 W 145TH ST,,NEW YORK,NY,10031,
1267316,NEW,RW,341,SUGAR CAFE INC,500 W 145TH ST,,NEW YORK,NY,10031,
1298819,NEW,OP,252,SUGAR FACTORY BROADWAY LLC,1991 BROADWAY,,NEW YORK,NY,10023,
1298820,NEW,OP,901,SUGAR FACTORY BROADWAY LLC,1991 BROADWAY,,NEW YORK,NY,10023,
1252031,NEW,AX,122,SUGAR HILL 99 LLC,346 W 145TH ST,,NEW YORK,NY,10039,
1299435,NEW,RW,341,SUGAR HILL BAKERY LLC,3570 BROADWAY,,NEW YORK,NY,10031,
1290173,NEW,TW,344,SUGAR HILL CAFE INC,410 W 145TH ST ,,NEW YORK,NY,10031,
1105518,NEW,OP,252,SUGAR HILL CAFE INC,458 WEST 145TH STREET,,NEW YORK,NY,10031,
1021832,NEW,AX,122,SUGAR HILL DELI GROCERY INC,1997 AMSTERDAM AVE,,NEW YORK,NY,10032,
1229399,NEW,A,122,SUGAR HILL GAS STATION INC,800 ST NICHOLAS AVE,,NEW YORK,NY,10025,
1280110,NEW,W,322,SUGAR HILL WINE COMPANY LLC,346 W 145TH ST,,NEW YORK,NY,10039,
1028107,NEW,OP,252,SUGAR HOUSE REST CORP,1 3 MADISON STREET,,NEW YORK,NY,10038,
1026770,NEW,OP,252,SUGAR ON SECOND INC,1464 2ND AVENUE,,NEW YORK,NY,10021,
1024368,NEW,OP,252,SUGAR REEF INC,99 2ND AVENUE,,NEW YORK,NY,10003,
1297734,NEW,ST,1,SUGARY GODDESS CORP,4488 BROADWAY,,NEW YORK,NY,10040,
1297733,NEW,OP,252,SUGARY GODDESS CORP,4486 4488 BROADWAY,,NEW YORK,NY,10040,
1027372,NEW,OP,252,SUGASAWA LIMITED,467 COLUMBUS AVENUE,,NEW YORK,NY,10024,
1132811,NEW,ST,1,SUGI NY INC,168 LEXINGTON AVENUE,,NEW YORK,NY,10016,
1132810,NEW,RW,341,SUGI NY INC,168 LEXINGTON AVENUE,,NEW YORK,NY,10016,
1184579,NEW,RW,341,SUGIO LLC,347 W 46TH ST,,NEW YORK,NY,10036,
1141788,NEW,AX,122,SUHAD FOOD CORP,223 DYCKMAN ST,,NEW YORK,NY,10034,
1158022,NEW,ST,1,SUI LLC,54 SPRING ST,,NEW YORK,NY,10012,
1158021,NEW,OP,252,SUI LLC,54 SPRING ST,,NEW YORK,NY,10012,
1027041,NEW,OP,252,SUIBI RESTAURANT INC,232 E 53RD STREET,,NEW YORK,NY,10022,
1226563,NEW,ST,6,SUIMON INC,412 414 E 9TH STREET,,NEW YORK,NY,10009,
1225204,NEW,ST,5,SUIMON INC,412 414 E 9TH STREET,,NEW YORK,NY,10009,
1222289,NEW,ST,3,SUIMON INC,412 414 E 9TH STREET,,NEW YORK,NY,10009,
1223856,NEW,ST,4,SUIMON INC,412 414 E 9TH STREET,,NEW YORK,NY,10009,
1221010,NEW,ST,2,SUIMON INC,412 414 E 9TH STREET,,NEW YORK,NY,10009,
1216769,NEW,RW,341,SUIMON INC,412 414 E 9TH STREET,,NEW YORK,NY,10009,
1216770,NEW,ST,1,SUIMON INC,412 414 E 9TH STREET,,NEW YORK,NY,10009,
1268837,NEW,RW,341,SUIMON INC,125 E 39TH ST,,NEW YORK,NY,10016,
1182653,NEW,ST,1,SUJEYHIS M ROSARIO SOTO,2301 1ST AVENUE,,NEW YORK,NY,10035,
1182652,NEW,AX,122,SUJEYHIS M ROSARIO SOTO,2301 1ST AVENUE,,NEW YORK,NY,10035,
1022141,NEW,AX,122,SUJIN FOOD CORP,726 8TH AVENUE,,NEW YORK,NY,10036,
1222411,NEW,OP,252,"SUKHMANI, INC.0",99 HUDSON STREET UNIT 1,,NEW YORK,NY,10013,
1027952,NEW,OP,252,SUKHOTHAI WEST CORPORATION,411 W 42ND STREET,,NEW YORK,NY,10036,
1280145,NEW,RW,341,SUKHUMVIT 51 INC,222 224 E 51ST ST,,NEW YORK ,NY,10022,
1023029,NEW,EB,141,SUKUR MAHMOOD,316A W 39TH STREET,,NEW YORK,NY,10018,
1279414,NEW,AX,122,SULAI MINIMART INC,1737 2ND AVE,,NEW YORK,NY,10128,
1279415,NEW,ST,1,SULAI MINIMART INC,1737 2ND AVE,,NEW YORK,NY,10128,
1027042,NEW,OP,252,SULAIMANEE CORPORATION,945 2ND AVENUE,,NEW YORK,NY,10022,
1208123,NEW,RW,341,SULLIVAN RESTAURANT LLC,230 9TH AVENUE,,NEW YORK,NY,10001,
1199717,NEW,OP,252,SULLIVAN ST BISTRO INC,169 SULLIVAN ST,,NEW YORK,NY,10012,
1199718,NEW,ST,1,SULLIVAN ST BISTRO INC,169 SULLIVAN ST,,NEW YORK,NY,10012,
1228097,NEW,RW,341,SULLIVAN STREET BAKERY-HELL'S KITCHEN INC.,533 W 47TH ST,,NEW YORK,NY,10036,
1144614,NEW,A,122,SULLIVAN STREET CORPORATION,125 SULLIVAN STREET,,NEW YORK,NY,10012,
1266084,NEW,OP,252,SULLIVAN STREET PARTNERS I LLC,128 W HOUSTON ST,,NEW YORK,NY,10014,
1243831,NEW,ST,1,SULLIVANS CORNER II LLC,128 W HOUSTON STREET,,NEW YORK,NY,10012,
1243830,NEW,OP,252,SULLIVANS CORNER II LLC,128 W HOUSTON STREET,,NEW YORK,NY,10012,
1026413,NEW,OP,252,SULLIVANS RESTAURANT &amp;,1697 BROADWAY,,NEW YORK,NY,10019,
1029895,NEW,RW,341,"SULTAN PALACE CORP,THE",1435 2ND AVE,,NEW YORK,NY,10021,
1028755,NEW,RW,341,SULTANA INC,175 LUDLOW STREET,,NEW YORK,NY,10002,
1130542,NEW,OP,252,SULTANA INC,175 LUDLOW STREET ,,NEW YORK ,NY,10002,
1176095,NEW,RW,341,"SUMA SUSHI NYC INC, THE",964 AMSTERDAM AVE,,NEW YORK,NY,10025,
1029570,NEW,RW,341,SUMDA ENTERPRISES INC,557 3RD AVENUE,,NEW YORK,NY,10016,
1159947,NEW,OP,252,SUMEE SUSHI INC,717 9TH AVE,,NEW YORK,NY,10019,
1162182,NEW,WW,303,SUMMA VITIS INC,250 LAFAYETTE STREET  #3C,,NEW YORK,NY,10012,
1130132,NEW,OP,252,SUMMER LLC,133 135 W 13TH STREET,,NEW YORK,NY,10011,
1020833,NEW,AX,122,SUMMER MARKET INC,679 3RD AVENUE,,NEW YORK,NY,10017,
1023430,NEW,HL,242,SUMMIT HOTEL INC,569 573 LEXINGTON AVENUE,,NEW YORK,NY,10022,
1238612,NEW,ST,3,SUMMIT OF THE WORLD INC,75 GREENWICH AVENUE,,NEW YORK,NY,10014,
1232593,NEW,OP,252,SUMMIT OF THE WORLD INC,75 GREENWICH AVENUE,,NEW YORK,NY,10014,
1232594,NEW,ST,1,SUMMIT OF THE WORLD INC,75 GREENWICH AVENUE,,NEW YORK,NY,10014,
1237076,NEW,ST,2,SUMMIT OF THE WORLD INC,75 GREENWICH AVENUE,,NEW YORK,NY,10014,
1137817,NEW,OP,252,SUMMIT RESTAURANT GROUP INC,308 E 49TH STREET,,NEW YORK,NY,10017,
1149814,NEW,RW,341,SUMO SUSHI INC,213 E 45TH STREET,,NEW YORK,NY,10017,
1136442,NEW,RW,341,SUMO SUSHI JAPANESE RESTAURANT INC,273 MOTT STREET,,NEW YORK,NY,10012,
1152886,NEW,OP,252,SUN &amp; MOON VENTURES CORP,"25 W 35TH ST, 2ND FLOOR",,NEW YORK,NY,10001,
1217506,NEW,OP,252,SUN &amp; MOON VENTURES CORP,"10 W 32ND STREET, 5TH FLOOR",,NEW YORK,NY,10001,
1168142,NEW,RW,341,SUN &amp; RIVER INC,179 PRINCE ST,,NEW YORK,NY,10012,
1168143,NEW,ST,1,SUN &amp; RIVER INC,179 PRINCE STREET,,NEW YORK,NY,10012,
1029572,NEW,RW,341,SUN COMMERCE CORPORATION,547 2ND AVENUE,,NEW YORK,NY,10016,
1029573,NEW,RW,341,SUN COMMERCE CORPORATION,547 2ND AVENUE,,NEW YORK,NY,10016,
1177256,NEW,AX,122,SUN CONVENIENT INC,1490 1ST AVENUE,,NEW YORK,NY,10021,
1200269,NEW,ST,4,SUN FRUIT MARKET CORP,1331 MADISON AVENUE,,NEW YORK,NY,10128,
1196619,NEW,ST,2,SUN FRUIT MARKET CORP,1331 MADISON AVENUE,,NEW YORK,NY,10128,
1198611,NEW,ST,3,SUN FRUIT MARKET CORP,1331 MADISON AVENUE,,NEW YORK,NY,10128,
1202559,NEW,ST,6,SUN FRUIT MARKET CORP,1331 MADISON AVENUE,,NEW YORK,NY,10128,
1201724,NEW,ST,5,SUN FRUIT MARKET CORP,1331 MADISON AVENUE,,NEW YORK,NY,10128,
1191857,NEW,ST,1,SUN FRUIT MARKET CORP,1331 MADISON AVENUE,,NEW YORK,NY,10128,
1191856,NEW,AX,122,SUN FRUIT MARKET CORP,1331 MADISON AVENUE,,NEW YORK,NY,10128,
1029344,NEW,RW,341,SUN HONG YING RESTAURANT INC,11 MOTT STREET,,NEW YORK,NY,10013,
1029345,NEW,RW,341,SUN HONG YING RESTAURANT INC,11 MOTT STREET,,NEW YORK,NY,10013,
1020796,NEW,AX,122,SUN LEE DELI &amp; GROCERY INC,321 5TH AVENUE,,NEW YORK,NY,10016,
1025170,NEW,OP,252,SUN MAY INTERNATIONAL CORP,216 THOMPSON STREET,,NEW YORK,NY,10012,
1019092,NEW,A,122,SUN MEI INC,223 CENTRE STREET,,NEW YORK,NY,10013,
1258375,NEW,OP,252,SUN OF MAY LLC,321 LENOX AVE AKA 121 W 126TH ,,NEW YORK,NY,10027,
1219620,NEW,RW,341,SUN SHINE 27 INC.,46 BOWERY,,NEW YORK,NY,10013,
1225996,NEW,RW,341,SUN SHINE 27 INC.,46 BOWERY,,NEW YORK,NY,10013,
1292474,NEW,RW,341,SUN SHINE SEAFOOD RESTAURANT INC,27 DIVISION ST,,NEW YORK ,NY,10002,
1021198,NEW,AX,122,SUN SIL LEE,2856 BROADWAY,,NEW YORK,NY,10025,
1283794,NEW,AX,122,SUN STAR DELI CORP,482 LENOX AVE ,,NEW YORK ,NY,10037,
1283795,NEW,ST,1,SUN STAR DELI CORP,482 LENOX AVE ,,NEW YORK ,NY,10037,
1029762,NEW,RW,341,SUN SUN NOODLE HOUSE INC,918 8TH AVENUE,,NEW YORK,NY,10019,
1029763,NEW,RW,341,SUN SUN NOODLE HOUSE INC,918 8TH AVENUE,,NEW YORK,NY,10019,
1020319,NEW,AX,122,SUN TUNG WUI MARKET INC,37 E BROADWAY,,NEW YORK,NY,10002,
1025666,NEW,OP,252,SUN TZU CONSULTING GROUP INC,507 WEST STREET,,NEW YORK,NY,10014,
1025667,NEW,OP,903,SUN TZU CONSULTING GROUP INC,507 WEST STREET,,NEW YORK,NY,10014,
1023031,NEW,EB,141,SUN VIEW CORP,316A W 39TH STREET,,NEW YORK,NY,10018,
1029347,NEW,RW,341,SUN WO HOP RESTAURANT CORP LTD,15 MOTT STREET,,NEW YORK,NY,10013,
1029346,NEW,RW,341,SUN WO HOP RESTAURANT INC,15 MOTT STREET,,NEW YORK,NY,10013,
1139260,NEW,OP,252,SUN YUE TUNG CORP,55 79 DIVISION ST AKA 88 E BR,,NEW YORK,NY,10002,
1139261,NEW,ST,1,SUN YUE TUNG CORP,55 79 DIVISION ST AKA 88 E BR,,NEW YORK,NY,10002,
1300848,NEW,IL,208,SUNBELT BEVERAGE COMPANY LLC,60 E 42ND ST,,NEW YORK,NY,10165,
1026414,NEW,OP,252,SUNBRIGHT RESTAURANT INC,725 10TH AVENUE,,NEW YORK,NY,10019,
1240614,NEW,RW,341,SUNBURGER 2 LLC,1026 3RD AVENUE,,NEW YORK,NY,10065,
1267453,NEW,RW,341,SUNBURGER 3 LLC,347 3RD AVE,,NEW YORK,NY,10010,
1278859,NEW,RW,341,SUNBURGER 4 LLC,2233 BROADWAY,,NEW YORK,NY,10024,
1181772,NEW,RW,341,SUNBURGER I LLC,287 7TH AVENUE,,NEW YORK,NY,10001,
1128560,NEW,RW,341,SUNBURST EXPRESSO BAR INC,206 3RD AVENUE,,NEW YORK,NY,10003,
1103682,NEW,AX,122,SUNDANCE DELI INC,232 7TH AVENUE,,NEW YORK,NY,10011,
1103683,NEW,ST,1,SUNDANCE DELI INC,232 7TH AVENUE,,NEW YORK,NY,10011,
1280100,NEW,HL,901,SUNFLOWER AMERICAN CAPITAL LTD &amp; SH GROUP HOTELS &amp;,20 W 53RD ST,,NEW YORK,NY,10019,
1280099,NEW,HL,242,SUNFLOWER AMERICAN CAPITAL LTD &amp; SH GROUP HOTELS &amp;,20 W 53RD ST,,NEW YORK,NY,10019,
1296132,NEW,RW,341,SUNFLOWER AMSTERDAM LLC,676 AMSTERDAM AVE ,,NEW YORK,NY,10025,
1226290,NEW,RW,341,SUNFLOWER PARTNERS INC,"24 PELL STREET, 3RD FLOOR",,NEW YORK,NY,10013,
1025370,NEW,OP,252,SUNFLOWER RESTAURANT ASSOC INC,361 GREENWICH STREET,,NEW YORK,NY,10013,
1023714,NEW,L,222,SUNG &amp; DALL LIQUORS INC,2648 2650 BROADWAY,,NEW YORK,NY,10025,
1118140,NEW,RW,341,SUNG CHUN MEI 1 RESTAURANT INC,615 HUDSON STREET,,NEW YORK,NY,10014,
1137127,NEW,OP,252,SUNG JAY 32 CORP,9 W 32ND STREET,,NEW YORK,NY,10001,
1028705,NEW,RW,341,SUNGBUKDONG INC,36 WEST 35TH ST,,NEW YORK,NY,10001,
1167414,NEW,RW,341,SUNGOD ENTERPRISES LLC,124 MACDOUGAL ST,,NEW YORK,NY,10012,
1021110,NEW,AX,122,SUNIL ENTERPRISES INC,594 COLUMBUS AVENUE,,NEW YORK,NY,10024,
1019251,NEW,A,122,SUNNY BAGELS INC,1650 BROADWAY,,NEW YORK,NY,10019,
1286800,NEW,SL,906,SUNNY DAYS IN THE PARK INC,79TH STREET AT HUDSON RIVER,,NEW YORK,NY,10024,
1286799,NEW,SL,905,SUNNY DAYS IN THE PARK INC,79TH STREET AT HUDSON RIVER,,NEW YORK,NY,10024,
1279835,NEW,SL,904,SUNNY DAYS IN THE PARK INC,79TH STREET AT HUDSON RIVER,,NEW YORK,NY,10024,
1279834,NEW,SL,903,SUNNY DAYS IN THE PARK INC,79TH STREET AT HUDSON RIVER,,NEW YORK,NY,10024,
1197146,NEW,SL,901,SUNNY DAYS IN THE PARK INC,79TH STREET AT HUDSON RIVER,,NEW YORK,NY,10024,
1197147,NEW,SL,902,SUNNY DAYS IN THE PARK INC,79TH STREET AT HUDSON RIVER,,NEW YORK,NY,10024,
1030627,NEW,SL,548,SUNNY DAYS IN THE PARK INC,WEST 105TH ST &amp; RIVERSIDE DR,,NEW YORK,NY,10025,
1030625,NEW,SL,548,SUNNY DAYS IN THE PARK INC,CENTRAL PARK HECKSHER,,NEW YORK,NY,10023,
1030626,NEW,SL,548,SUNNY DAYS IN THE PARK INC,79TH STREET AT HUDSON RIVER,,NEW YORK,NY,10024,
1144163,NEW,AX,122,SUNNY GOURMET GROCERY CORP,2 4 CLINTON STREET,,NEW YORK,NY,10002,
1144164,NEW,ST,1,SUNNY GOURMET GROCERY CORP,2 4 CLINTON STREET,,NEW YORK,NY,10002,
1020990,NEW,AX,122,SUNNY MORNING FARM CORP,940 3RD AVENUE,,NEW YORK,NY,10021,
1190103,NEW,RW,341,SUNNY ON 3RD INC,1425 3RD AVENUE,,NEW YORK,NY,10028,
1020537,NEW,AX,122,SUNNY PARK DELI GROCERY INC,423 2ND AVENUE,,NEW YORK,NY,10010,
1020597,NEW,AX,122,SUNNY SMILE FOOD CORP,601 AVENUE OF THE AMERICAS,,NEW YORK,NY,10011,
1227152,NEW,AX,122,SUNNY'S 7 ELEVEN INC,103 W 14TH ST,,NEW YORK,NY,10011,
1132232,NEW,AX,122,SUNNYS BEST FOOD CORP,1190 AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,
1279631,NEW,RW,341,SUNNYS BEST FOOD CORP,1190 AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,
1251072,NEW,RW,341,SUNNYSIDE UP CAFE INC ,177 MADISON AVE,,NEW YORK ,NY,10016,
1151743,NEW,RW,341,SUNNYSIDERS STORES INC,48 MACDOUGAL ST,,NEW YORK,NY,10012,
1141028,NEW,RW,341,SUNRISE 27 INC,27 DIVISION STREET,,NEW YORK,NY,10002,
1021553,NEW,AX,122,SUNRISE DELI GROCERY CORP,2039 1ST AVENUE,,NEW YORK,NY,10029,
1287247,NEW,AX,122,SUNRISE FOOD &amp; CANDY INC ,49 COLUMBIA ST ,,NEW YORK ,NY,10002,
1287248,NEW,ST,1,SUNRISE FOOD &amp; CANDY INC ,49 COLUMBIA ST ,,NEW YORK ,NY,10002,
1244272,NEW,RW,341,SUNRISE MART INC,12 E 41ST STREET,,NEW YORK,NY,10017,
1269570,NEW,ST,1,SUNRISE RESTAURANT 88 INC,50 ELDRIDGE ST,,NEW YORK,NY,10002,
1269569,NEW,EB,141,SUNRISE RESTAURANT 88 INC,50 ELDRIDGE ST,,NEW YORK,NY,10002,
1278313,NEW,OP,901,SUNRISE SHADOW LLC,50 AVENUE B,,NEW YORK,NY,10009,
1278312,NEW,OP,252,SUNRISE SHADOW LLC,50 AVENUE B,,NEW YORK,NY,10009,
1204313,NEW,A,122,SUNSET DELI GROCERY INC,2400 7TH AVENUE,,NEW YORK,NY,10030,
1204314,NEW,ST,1,SUNSET DELI GROCERY INC,2400 7TH AVENUE,,NEW YORK,NY,10030,
1025669,NEW,OP,904,SUNSET ENTERPRISES INC,179 181 VARICK STRREET,,NEW YORK,NY,10014,
1025670,NEW,OP,252,SUNSET ENTERPRISES INC,179 181ST VARICK STREET,,NEW YORK,NY,10014,
1025668,NEW,OP,903,SUNSET ENTERPRISES INC,179 181 VARICK STREET,,NEW YORK,NY,10014,
1274455,NEW,ST,1,SUNSET FOOD CORP,689 10TH AVE,,NEW YORK,NY,10036,
1274454,NEW,AX,122,SUNSET FOOD CORP,689 10TH AVE,,NEW YORK,NY,10036,
1139315,NEW,A,122,SUNSHINE DELI GROCERY &amp; CANDY INC,2400 7TH AVE,,NEW YORK,NY,10030,
1172567,NEW,A,122,SUNSHINE DELI II INC,2176A 5TH AVENUE,,NEW YORK,NY,10037,
1116871,NEW,OP,252,SUNSHINE USA INC,36 WEST 48TH STREET,,NEW YORK,NY,10036,
1024369,NEW,OP,252,SUNSTAR GLOBAL FOODS INC,24 26 ST MARKS PLACE,,NEW YORK,NY,10003,
1175006,NEW,HL,242,SUNSTONE 42ND STREET LESSEE INC &amp; HIGHGATE HOTELS,234 WEST 42ND ST,,NEW YORK,NY,10036,
1175007,NEW,ST,1,SUNSTONE HOTEL PROPERTIES INC &amp;,234 W 42ND ST,,NEW YORK,NY,10036,
1179684,NEW,ST,2,SUNSTONE HOTEL PROPERTIES INC &amp;,234 W 42ND ST,,NEW YORK,NY,10036,
1273261,NEW,RW,341,SUNSWEET MARKET INC,838 6TH AVE,,NEW YORK,NY,10001,
1028270,NEW,OP,252,SUNTEC INTERNATIONAL INC,21 SOUTH END AVENUE,,NEW YORK,NY,10280,
